ST_CODE,ST_NAME,PC_NO,PC_NAME,PC_TYPE,MONTH,YEAR,CAND_NAME,CAND_SEX,CAND_CATEGORY,PARTYABBRE,TOTVOTPOLL,POSITION,TOT_ELECTORS,TOT_VOTERS,TOT_CONTESTANT,POLL_PERCENT
S12,MADHYA PRADESH,10,Sidhi,ST,3,2004,DR. HARIKRISHNA PRASAD PANIKA,M,ST,BSP,17539,4,1083701,457213,8,42.19
S12,MADHYA PRADESH,10,Sidhi,ST,3,2004,GURUPRASAD,M,ST,IND,13543,5,1083701,457213,8,42.19
S12,MADHYA PRADESH,10,Sidhi,ST,3,2004,DALPRATAP SINGH,M,ST,GGP,9998,6,1083701,457213,8,42.19
S12,MADHYA PRADESH,10,Sidhi,ST,3,2004,KHOOBCHAND MAJHI,M,ST,IND,7633,7,1083701,457213,8,42.19
S12,MADHYA PRADESH,10,Sidhi,ST,3,2004,KALICHARAN,M,ST,SVSP,4743,8,1083701,457213,8,42.19
S12,MADHYA PRADESH,11,Shahdol,ST,3,2004,DALPAT SINGH PARASTE,M,ST,BJP,210034,1,1305252,509403,9,39.03
S12,MADHYA PRADESH,11,Shahdol,ST,3,2004,RAJESH NANDANI SINGH,F,ST,INC,180685,2,1305252,509403,9,39.03
S12,MADHYA PRADESH,11,Shahdol,ST,3,2004,RAMLAL,M,ST,BSP,25764,3,1305252,509403,9,39.03
S12,MADHYA PRADESH,11,Shahdol,ST,3,2004,THANESHWAR SINGH DHURVE,M,ST,GGP,24227,4,1305252,509403,9,39.03
S12,MADHYA PRADESH,11,Shahdol,ST,3,2004,CHHOTELAL SINGH,M,ST,SP,18852,5,1305252,509403,9,39.03
S12,MADHYA PRADESH,11,Shahdol,ST,3,2004,BHUPAL DAS KULDEEP,M,ST,CPI,17346,6,1305252,509403,9,39.03
S12,MADHYA PRADESH,11,Shahdol,ST,3,2004,MANSINGH SEMALIYA,M,ST,AD,16869,7,1305252,509403,9,39.03
S12,MADHYA PRADESH,11,Shahdol,ST,3,2004,BUDDHSEN SINGH,M,ST,CPM,9936,8,1305252,509403,9,39.03
S12,MADHYA PRADESH,11,Shahdol,ST,3,2004,ANAND PRATAP SINGH,M,ST,LJNSP,5627,9,1305252,509403,9,39.03
S12,MADHYA PRADESH,12,Balaghat,GEN,3,2004,GAURI SHANKAR CHATURBHUJ BISEN,M,GEN,BJP,193982,1,1000341,609421,10,60.92
S12,MADHYA PRADESH,12,Balaghat,GEN,3,2004,KANKAR MUNJARE,M,GEN,JP,105893,2,1000341,609421,10,60.92
S12,MADHYA PRADESH,12,Balaghat,GEN,3,2004,HIRASAN UIKEY,F,ST,GGP,97197,3,1000341,609421,10,60.92
S12,MADHYA PRADESH,12,Balaghat,GEN,3,2004,PUSHPA BISEN,F,GEN,INC,85142,4,1000341,609421,10,60.92
S12,MADHYA PRADESH,12,Balaghat,GEN,3,2004,UDAYSINGH PANCHESHWAR,M,GEN,BSP,72391,5,1000341,609421,10,60.92
S12,MADHYA PRADESH,12,Balaghat,GEN,3,2004,DR. BHIKKHOO R. D. K. PRAGYASHEEL,M,SC,IND,16486,6,1000341,609421,10,60.92
S12,MADHYA PRADESH,12,Balaghat,GEN,3,2004,KISHOR SAMRITE,M,GEN,SP,15516,7,1000341,609421,10,60.92
S12,MADHYA PRADESH,12,Balaghat,GEN,3,2004,Govardhan S/o Kunwarlal Mohare,M,GEN,RLD,8905,8,1000341,609421,10,60.92
S12,MADHYA PRADESH,12,Balaghat,GEN,3,2004,SIDDHARTH GAJBHIYE ( ADHIVAKTA ),M,SC,RPI,7418,9,1000341,609421,10,60.92
S12,MADHYA PRADESH,12,Balaghat,GEN,3,2004,DHANESHAWAR LILHARE,M,GEN,IND,6391,10,1000341,609421,10,60.92
S12,MADHYA PRADESH,13,Mandla,ST,3,2004,FAGGAN SINGH KULASTE,M,ST,BJP,238073,1,1095134,588289,9,53.72
S12,MADHYA PRADESH,13,Mandla,ST,3,2004,HEERA SINGH MARKAM,M,ST,GGP,173176,2,1095134,588289,9,53.72
S12,MADHYA PRADESH,13,Mandla,ST,3,2004,SAVITRI DHUMKETI,F,ST,INC,99898,3,1095134,588289,9,53.72
S12,MADHYA PRADESH,13,Mandla,ST,3,2004,INDER SINGH UIKEY,M,ST,BSP,22708,4,1095134,588289,9,53.72
S12,MADHYA PRADESH,13,Mandla,ST,3,2004,SHAMBHU LAL MARAVI,M,ST,IND,21239,5,1095134,588289,9,53.72
S12,MADHYA PRADESH,13,Mandla,ST,3,2004,BARATI LAL MASRAM,M,ST,IND,10677,6,1095134,588289,9,53.72
S12,MADHYA PRADESH,13,Mandla,ST,3,2004,MANOJ GOTHIYA,M,ST,SP,9467,7,1095134,588289,9,53.72
S12,MADHYA PRADESH,13,Mandla,ST,3,2004,KISHAN LAL KARYAM,M,ST,IND,6692,8,1095134,588289,9,53.72
S12,MADHYA PRADESH,13,Mandla,ST,3,2004,CHAMBAL SINGH MARAVI,M,ST,IND,6339,9,1095134,588289,9,53.72
S12,MADHYA PRADESH,14,Jabalpur,GEN,3,2004,RAKESH SINGH,M,GEN,BJP,311646,1,1347885,572684,14,42.49
S12,MADHYA PRADESH,14,Jabalpur,GEN,3,2004,VISHWANATH DUBEY,M,GEN,INC,212115,2,1347885,572684,14,42.49
S12,MADHYA PRADESH,14,Jabalpur,GEN,3,2004,BRAJ KISHORE KEWAT  ( MANJHI),M,GEN,BSP,16946,3,1347885,572684,14,42.49
S12,MADHYA PRADESH,14,Jabalpur,GEN,3,2004,SWAMI SURESH VERMA,M,GEN,IND,6857,4,1347885,572684,14,42.49
S12,MADHYA PRADESH,14,Jabalpur,GEN,3,2004,RAJESH  DIXIT,M,GEN,SP,5528,5,1347885,572684,14,42.49
S12,MADHYA PRADESH,14,Jabalpur,GEN,3,2004,SHAIL BHARTI,F,GEN,IND,4595,6,1347885,572684,14,42.49
S12,MADHYA PRADESH,14,Jabalpur,GEN,3,2004,AD. SUNIL SHUKLA,M,GEN,GGP,3683,7,1347885,572684,14,42.49
S12,MADHYA PRADESH,14,Jabalpur,GEN,3,2004,BHAI RAKESH ( PRAMUKH DHAI AKSHAR)  SONKAR,M,SC,IND,2858,8,1347885,572684,14,42.49
S12,MADHYA PRADESH,14,Jabalpur,GEN,3,2004,RIYAZ KHAN,M,GEN,IND,2718,9,1347885,572684,14,42.49
S12,MADHYA PRADESH,14,Jabalpur,GEN,3,2004,ADVOCATE PREM PRAKASH AMBEDKAR,M,SC,IND,1324,10,1347885,572684,14,42.49
S12,MADHYA PRADESH,14,Jabalpur,GEN,3,2004,GURUCHARAN SINGH BEDI ( TEETU BHAI ),M,GEN,IND,1073,11,1347885,572684,14,42.49
S12,MADHYA PRADESH,14,Jabalpur,GEN,3,2004,PRAVEEN,M,GEN,IND,864,12,1347885,572684,14,42.49
S12,MADHYA PRADESH,14,Jabalpur,GEN,3,2004,PT. SURAJ PRASAD MISHR ( RTD. SHI.),M,GEN,SVSP,640,13,1347885,572684,14,42.49
S12,MADHYA PRADESH,14,Jabalpur,GEN,3,2004,ARVIND  MAHOBIYA,M,GEN,IND,548,14,1347885,572684,14,42.49
S12,MADHYA PRADESH,15,Seoni,GEN,3,2004,NEETA PATERIYA,F,GEN,BJP,268195,1,1203918,599839,9,49.82
S12,MADHYA PRADESH,15,Seoni,GEN,3,2004,KALYANI PANDEY,F,GEN,INC,173394,2,1203918,599839,9,49.82
S12,MADHYA PRADESH,15,Seoni,GEN,3,2004,RAJESHWARI UIKEY,F,ST,GGP,103031,3,1203918,599839,9,49.82
S12,MADHYA PRADESH,15,Seoni,GEN,3,2004,DR. L. K. DESHBHARTAR,M,SC,BSP,15820,4,1203918,599839,9,49.82
S12,MADHYA PRADESH,15,Seoni,GEN,3,2004,DEVENDRA DAHERIYA ADVOCATE,M,SC,IND,14616,5,1203918,599839,9,49.82
S12,MADHYA PRADESH,15,Seoni,GEN,3,2004,"AHMAD SHAEED QURESHI  "" ADVOCATE """,M,GEN,IND,7499,6,1203918,599839,9,49.82
S12,MADHYA PRADESH,15,Seoni,GEN,3,2004,HARI PRASAD SANODIYA,M,GEN,RLD,6623,7,1203918,599839,9,49.82
S12,MADHYA PRADESH,15,Seoni,GEN,3,2004,SAWITRI RAO,F,GEN,SP,6305,8,1203918,599839,9,49.82
S12,MADHYA PRADESH,15,Seoni,GEN,3,2004,GANPAT JHARIYA,M,SC,RPI(A),4070,9,1203918,599839,9,49.82
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,KAMALNATH,M,GEN,INC,308563,1,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,PRAHLAD SINGH PATEL,M,GEN,BJP,244855,2,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,MAN MOHAN SHAH BATTI,M,ST,GGP,85330,3,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,DHANRAJ,M,SC,IND,23403,4,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,SUNIL YUVNATI,M,ST,IND,9234,5,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,NARESH IVANATI,M,ST,IND,8812,6,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,SACHIN SADSHIV,M,GEN,IND,8268,7,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,DALCHAND PAL,M,GEN,BSP,7117,8,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,DINESH SAHU,M,GEN,IND,7088,9,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,JAYDEEP ALIAS DEEPA YADAV,F,GEN,SP,6422,10,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,DWARKA PRASAD PAHADE,M,SC,IND,5498,11,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,DILIP RAMRAO THAKRE,M,GEN,IND,5265,12,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,AMART LAL RAGHUWAR,M,GEN,SVSP,5138,13,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,JAGADESH KAOYALARE,M,SC,IND,3974,14,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,MUKESH WADIWA,M,ST,IND,3177,15,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,GORU PRASAD DHURVE,M,ST,IND,2864,16,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,GANGARAM,M,SC,IND,2376,17,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,LAXMI WASNIK,F,SC,RPI(A),2356,18,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,LAXMIPRASAD BANSKAR,M,SC,IND,2253,19,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,SHALIGRAM SIDAM,M,ST,IND,2232,20,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,BIRESH MARASCOLA,M,ST,IND,1600,21,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,KRISHNA KANOJE,M,SC,IND,1557,22,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,BHARAT LAL DEHARIYA,M,SC,IND,1552,23,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,AADIL KHAN,M,GEN,IND,1498,24,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,RAM KUMAR PANDRAM,M,ST,IND,1483,25,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,RAMKISHAN PAL,M,GEN,IND,1387,26,1145107,754822,27,65.92
S12,MADHYA PRADESH,16,Chhindwara,GEN,3,2004,"RAJENDRA ZHOD "" BABLU """,M,SC,IND,1335,27,1145107,754822,27,65.92
S12,MADHYA PRADESH,17,Betul,GEN,3,2004,KHANDELWAL VIJAY KUMAR (MUNNI BHAIA),M,GEN,BJP,288007,1,1122830,547719,8,48.78
S12,MADHYA PRADESH,17,Betul,GEN,3,2004,RAJENDRA JAISWAL,M,GEN,INC,130467,2,1122830,547719,8,48.78
S12,MADHYA PRADESH,17,Betul,GEN,3,2004,DR. SUNILAM,M,GEN,SP,74391,3,1122830,547719,8,48.78
S12,MADHYA PRADESH,17,Betul,GEN,3,2004,GUNTA LOKHANDE,F,SC,IND,15649,4,1122830,547719,8,48.78
S12,MADHYA PRADESH,17,Betul,GEN,3,2004,BINDIYA DASHRYAMKAR,F,ST,BSP,13922,5,1122830,547719,8,48.78
S12,MADHYA PRADESH,17,Betul,GEN,3,2004,MEERA UIKEY,F,ST,GGP,11368,6,1122830,547719,8,48.78
S12,MADHYA PRADESH,17,Betul,GEN,3,2004,SHAMIM MODI,F,GEN,SWJP,9428,7,1122830,547719,8,48.78
S12,MADHYA PRADESH,17,Betul,GEN,3,2004,ASHOK SAHU ( MAHARAJ),M,GEN,IND,4470,8,1122830,547719,8,48.78
S12,MADHYA PRADESH,18,Hoshangabad,GEN,3,2004,SARTAJ SINGH,M,GEN,BJP,354659,1,1287203,634422,9,49.29
S12,MADHYA PRADESH,18,Hoshangabad,GEN,3,2004,OMPRAKASH HAJARILAL RAGHUVANSHI BANAPURA,M,GEN,INC,218250,2,1287203,634422,9,49.29
S12,MADHYA PRADESH,18,Hoshangabad,GEN,3,2004,"OMPRAKASH RADHESHYAM RAGHUVANSHI, BANKABEDI",M,GEN,IND,14848,3,1287203,634422,9,49.29
S12,MADHYA PRADESH,18,Hoshangabad,GEN,3,2004,RAJENDRA RAGHUVANSHI,M,GEN,BSP,11753,4,1287203,634422,9,49.29
S12,MADHYA PRADESH,18,Hoshangabad,GEN,3,2004,BRAJLAL DHURVE,M,ST,GGP,8576,5,1287203,634422,9,49.29
S12,MADHYA PRADESH,18,Hoshangabad,GEN,3,2004,BHAI SUNIL,M,GEN,SWJP,8289,6,1287203,634422,9,49.29
S12,MADHYA PRADESH,18,Hoshangabad,GEN,3,2004,PREMSHANKAR PATEL ( CHHOTE BHAIYA),M,GEN,LJNSP,7351,7,1287203,634422,9,49.29
S12,MADHYA PRADESH,18,Hoshangabad,GEN,3,2004,PADMINI YADAV MADHUSUDANSINGH YADAV,F,GEN,SP,7101,8,1287203,634422,9,49.29
S12,MADHYA PRADESH,18,Hoshangabad,GEN,3,2004,ER. LALIT GAUR,M,GEN,AD,3516,9,1287203,634422,9,49.29
S12,MADHYA PRADESH,19,Bhopal,GEN,3,2004,KAILASH JOSHI,M,GEN,BJP,561563,1,1847544,858576,10,46.47
S12,MADHYA PRADESH,19,Bhopal,GEN,3,2004,SAJID ALI,M,GEN,INC,255558,2,1847544,858576,10,46.47
S12,MADHYA PRADESH,19,Bhopal,GEN,3,2004,G. S. CHAWALA,M,GEN,BSP,16712,3,1847544,858576,10,46.47
S12,MADHYA PRADESH,19,Bhopal,GEN,3,2004,BRIJ BASI LAL SHARMA,M,GEN,IND,7965,4,1847544,858576,10,46.47
S12,MADHYA PRADESH,19,Bhopal,GEN,3,2004,ARCHANA SHRIVASTAVA,F,GEN,SVSP,4317,5,1847544,858576,10,46.47
S12,MADHYA PRADESH,19,Bhopal,GEN,3,2004,PRAMOD GUPTA,M,GEN,SP,3965,6,1847544,858576,10,46.47
S12,MADHYA PRADESH,19,Bhopal,GEN,3,2004,ALTAF AHMED,M,GEN,IND,2454,7,1847544,858576,10,46.47
S12,MADHYA PRADESH,19,Bhopal,GEN,3,2004,REVTI SINGH MARAVI,M,ST,GGP,2275,8,1847544,858576,10,46.47
S12,MADHYA PRADESH,19,Bhopal,GEN,3,2004,UPENDRA TIWARI,M,GEN,RSGP,2043,9,1847544,858576,10,46.47
S12,MADHYA PRADESH,19,Bhopal,GEN,3,2004,ANIL KUMAR BHARTI,M,GEN,ABHM,1611,10,1847544,858576,10,46.47
S12,MADHYA PRADESH,20,Vidisha,GEN,3,2004,SHIVRAJ SINGH,M,GEN,BJP,428030,1,1313048,656657,7,50.01
S12,MADHYA PRADESH,20,Vidisha,GEN,3,2004,NARBADA PRASAD SHARMA,M,GEN,INC,167304,2,1313048,656657,7,50.01
S12,MADHYA PRADESH,20,Vidisha,GEN,3,2004,CH. MUNAVVAR SALIM,M,GEN,SP,21543,3,1313048,656657,7,50.01
S12,MADHYA PRADESH,20,Vidisha,GEN,3,2004,KHUMAN SINGH KUSHWAH,M,GEN,BSP,15638,4,1313048,656657,7,50.01
S12,MADHYA PRADESH,20,Vidisha,GEN,3,2004,MOHAN BABU SHARMA,M,GEN,IND,10867,5,1313048,656657,7,50.01
S12,MADHYA PRADESH,20,Vidisha,GEN,3,2004,ER. AJAY SINGH ( KIRAR),M,GEN,GGP,8280,6,1313048,656657,7,50.01
S12,MADHYA PRADESH,20,Vidisha,GEN,3,2004,ABDUL JABBAR,M,GEN,IND,4893,7,1313048,656657,7,50.01
S12,MADHYA PRADESH,21,Rajgarh,GEN,3,2004,LAKSHMAN SINGH,M,GEN,BJP,283135,1,1278429,599300,11,46.88
S12,MADHYA PRADESH,21,Rajgarh,GEN,3,2004,SHAMBHOO SINGH,M,GEN,INC,246423,2,1278429,599300,11,46.88
S12,MADHYA PRADESH,21,Rajgarh,GEN,3,2004,PANDIT PRAKASH PALIWAL,M,GEN,SP,16129,3,1278429,599300,11,46.88
S12,MADHYA PRADESH,21,Rajgarh,GEN,3,2004,SHOBHNA YADAV,F,GEN,BSP,13967,4,1278429,599300,11,46.88
S12,MADHYA PRADESH,21,Rajgarh,GEN,3,2004,HEERALAL DANGI,M,GEN,IND,10865,5,1278429,599300,11,46.88
S12,MADHYA PRADESH,21,Rajgarh,GEN,3,2004,LAKSHMAN SINGH ( LIMBODA),M,GEN,IND,7299,6,1278429,599300,11,46.88
S12,MADHYA PRADESH,21,Rajgarh,GEN,3,2004,AHAMAD KHAN,M,GEN,IND,6350,7,1278429,599300,11,46.88
S12,MADHYA PRADESH,21,Rajgarh,GEN,3,2004,VINEETA  ASHOK TRIPATHI,F,GEN,IND,6022,8,1278429,599300,11,46.88
S12,MADHYA PRADESH,21,Rajgarh,GEN,3,2004,LAKSHMAN SINGH ( SAMELI ),M,GEN,IND,4283,9,1278429,599300,11,46.88
S12,MADHYA PRADESH,21,Rajgarh,GEN,3,2004,DR. RAJNI SHARMA ( SAMAJ SEVIKA),F,GEN,IND,2552,10,1278429,599300,11,46.88
S12,MADHYA PRADESH,21,Rajgarh,GEN,3,2004,DR. BADRI PRASAD BIRMAL,M,GEN,IND,2204,11,1278429,599300,11,46.88
S12,MADHYA PRADESH,22,Shajapur,SC,3,2004,THAWARCHAND GEHLOT,M,SC,BJP,424004,1,1328841,720431,7,54.21
S12,MADHYA PRADESH,22,Shajapur,SC,3,2004,SHYAM BAPULAL MALVIYA,M,SC,INC,255817,2,1328841,720431,7,54.21
S12,MADHYA PRADESH,22,Shajapur,SC,3,2004,BALRAM SUKHRAM  KALYANE,M,SC,IND,11731,3,1328841,720431,7,54.21
S12,MADHYA PRADESH,22,Shajapur,SC,3,2004,MOHANLAL BHAIYYA ADVOCATE,M,SC,BSP,8905,4,1328841,720431,7,54.21
S12,MADHYA PRADESH,22,Shajapur,SC,3,2004,MOTILAL MALVIYA,M,SC,SP,8484,5,1328841,720431,7,54.21
S12,MADHYA PRADESH,22,Shajapur,SC,3,2004,THAWARCHAND GEHLAUTA,M,SC,IND,6871,6,1328841,720431,7,54.21
S12,MADHYA PRADESH,22,Shajapur,SC,3,2004,THAWARCHAND GEHLAUT,M,SC,IND,4429,7,1328841,720431,7,54.21
S12,MADHYA PRADESH,23,Khandwa,GEN,3,2004,NAND KUMAR SINGH CHAUHAN ( NANDU BHAIYA),M,GEN,BJP,336724,1,1217726,605355,5,49.71
S12,MADHYA PRADESH,23,Khandwa,GEN,3,2004,AMITABH MANDLOI,M,GEN,INC,233987,2,1217726,605355,5,49.71
S12,MADHYA PRADESH,23,Khandwa,GEN,3,2004,UTTAM SALWE,M,SC,GGP,13645,3,1217726,605355,5,49.71
S12,MADHYA PRADESH,23,Khandwa,GEN,3,2004,RAMGOPAL YADAV,M,GEN,BSP,12592,4,1217726,605355,5,49.71
S12,MADHYA PRADESH,23,Khandwa,GEN,3,2004,SONIA SHARMA,F,GEN,SP,8347,5,1217726,605355,5,49.71
S12,MADHYA PRADESH,24,Khargone,GEN,3,2004,KRISHNA MURARI MOGHE,M,GEN,BJP,321762,1,1287299,652262,10,50.67
S12,MADHYA PRADESH,24,Khargone,GEN,3,2004,TARACHAND SHIVAJI PATEL,M,GEN,INC,263145,2,1287299,652262,10,50.67
S12,MADHYA PRADESH,24,Khargone,GEN,3,2004,KASHIRAM YADAV,M,GEN,SP,17996,3,1287299,652262,10,50.67
S12,MADHYA PRADESH,24,Khargone,GEN,3,2004,SURESH CHOUHAN,M,ST,IND,14503,4,1287299,652262,10,50.67
S12,MADHYA PRADESH,24,Khargone,GEN,3,2004,BHAGWAN-BADOLE,M,SC,BSP,11594,5,1287299,652262,10,50.67
S12,MADHYA PRADESH,24,Khargone,GEN,3,2004,REMSINGH KIRADE ( REMA),M,ST,IND,8282,6,1287299,652262,10,50.67
S12,MADHYA PRADESH,24,Khargone,GEN,3,2004,YASHWANT KUMAR KUMRAWAT,M,GEN,IND,6357,7,1287299,652262,10,50.67
S12,MADHYA PRADESH,24,Khargone,GEN,3,2004,ASHOK PRAJAPATI,M,GEN,IND,3700,8,1287299,652262,10,50.67
S12,MADHYA PRADESH,24,Khargone,GEN,3,2004,MANGILAL MANDLOI,M,GEN,IND,2579,9,1287299,652262,10,50.67
S12,MADHYA PRADESH,24,Khargone,GEN,3,2004,PRATIBHA RATHOR,F,GEN,IND,2336,10,1287299,652262,10,50.67
S12,MADHYA PRADESH,25,Dhar,ST,3,2004,CHHATAR SINGH DARBAR,M,ST,BJP,345468,1,1325680,703496,5,53.07
S12,MADHYA PRADESH,25,Dhar,ST,3,2004,UMANG SINGHAR,M,ST,INC,312857,2,1325680,703496,5,53.07
S12,MADHYA PRADESH,25,Dhar,ST,3,2004,RAM SINGH PATEL,M,ST,IND,22326,3,1325680,703496,5,53.07
S12,MADHYA PRADESH,25,Dhar,ST,3,2004,SHRIPAL SINGH DARBAR,M,ST,BSP,11460,4,1325680,703496,5,53.07
S12,MADHYA PRADESH,25,Dhar,ST,3,2004,MOHAN SINGH DAWAR,M,ST,SP,11261,5,1325680,703496,5,53.07
S12,MADHYA PRADESH,26,Indore,GEN,3,2004,SUMITRA MAHAJAN,F,GEN,BJP,508107,1,1678030,854522,10,50.92
S12,MADHYA PRADESH,26,Indore,GEN,3,2004,RAMESHWAR PATEL,M,GEN,INC,314171,2,1678030,854522,10,50.92
S12,MADHYA PRADESH,26,Indore,GEN,3,2004,KAILASHCHANDER KANWARLAL SAHU,M,GEN,BSP,10331,3,1678030,854522,10,50.92
S12,MADHYA PRADESH,26,Indore,GEN,3,2004,RAJU SONI,M,GEN,IND,5635,4,1678030,854522,10,50.92
S12,MADHYA PRADESH,26,Indore,GEN,3,2004,AJIT KUMAR JAIN ( PATWA),M,GEN,IND,4453,5,1678030,854522,10,50.92
S12,MADHYA PRADESH,26,Indore,GEN,3,2004,RAJENDRA YADAV ( ADVOCATE),M,GEN,SP,4142,6,1678030,854522,10,50.92
S12,MADHYA PRADESH,26,Indore,GEN,3,2004,PARMANAND TOLANI,M,GEN,IND,2211,7,1678030,854522,10,50.92
S12,MADHYA PRADESH,26,Indore,GEN,3,2004,NANDKISHOR AGRAWAL,M,GEN,IND,2075,8,1678030,854522,10,50.92
S12,MADHYA PRADESH,26,Indore,GEN,3,2004,MOOLCHAND RATHORE,M,GEN,IND,1933,9,1678030,854522,10,50.92
S12,MADHYA PRADESH,26,Indore,GEN,3,2004,GHANSHYAM CHANDEL,M,SC,IND,1445,10,1678030,854522,10,50.92
S12,MADHYA PRADESH,27,Ujjain,SC,3,2004,DR. SATYANARAYAN JATIYA,M,SC,BJP,369744,1,1243447,720870,11,57.97
S12,MADHYA PRADESH,27,Ujjain,SC,3,2004,PREMCHAND GUDDU,M,SC,INC,299341,2,1243447,720870,11,57.97
S12,MADHYA PRADESH,27,Ujjain,SC,3,2004,HUKUMCHAND,M,SC,IND,18797,3,1243447,720870,11,57.97
S12,MADHYA PRADESH,27,Ujjain,SC,3,2004,BABULAL THAWLIA,M,SC,BSP,9495,4,1243447,720870,11,57.97
S12,MADHYA PRADESH,27,Ujjain,SC,3,2004,SITARAM GUJRATI,M,SC,SP,6181,5,1243447,720870,11,57.97
S12,MADHYA PRADESH,27,Ujjain,SC,3,2004,MANGILAL,M,SC,IND,5495,6,1243447,720870,11,57.97
S12,MADHYA PRADESH,27,Ujjain,SC,3,2004,VIKRAM SINGH CHANDRAVANSHI,M,SC,IND,4824,7,1243447,720870,11,57.97
S12,MADHYA PRADESH,27,Ujjain,SC,3,2004,PREMCHAND GUNDDU,M,SC,IND,2657,8,1243447,720870,11,57.97
S12,MADHYA PRADESH,27,Ujjain,SC,3,2004,PRAKASH SOLANKI,M,SC,IND,1527,9,1243447,720870,11,57.97
S12,MADHYA PRADESH,27,Ujjain,SC,3,2004,ANIL KUMAR,M,SC,IND,1467,10,1243447,720870,11,57.97
S12,MADHYA PRADESH,27,Ujjain,SC,3,2004,DECEMBER BAIRWA,M,SC,IND,1252,11,1243447,720870,11,57.97
S12,MADHYA PRADESH,28,Jhabua,ST,3,2004,KANTILAL BHURIA,M,ST,INC,322257,1,1290101,628903,6,48.75
S12,MADHYA PRADESH,28,Jhabua,ST,3,2004,RELAM CHAUHAN,F,ST,BJP,241975,2,1290101,628903,6,48.75
S12,MADHYA PRADESH,28,Jhabua,ST,3,2004,UDAYSINGH MACHHAR,M,ST,IND,19473,3,1290101,628903,6,48.75
S12,MADHYA PRADESH,28,Jhabua,ST,3,2004,NARAYANSINGH KHARADI,M,ST,JD(U),18334,4,1290101,628903,6,48.75
S12,MADHYA PRADESH,28,Jhabua,ST,3,2004,JALAMSINGH PATEL,M,ST,BSP,16026,5,1290101,628903,6,48.75
S12,MADHYA PRADESH,28,Jhabua,ST,3,2004,SUSHEELA MAIDA,F,ST,SP,10838,6,1290101,628903,6,48.75
S12,MADHYA PRADESH,29,Mandsaur,GEN,3,2004,DR LAXMINARAYAN PANDEYA,M,GEN,BJP,423478,1,1373890,776609,9,56.53
S12,MADHYA PRADESH,29,Mandsaur,GEN,3,2004,RAJENDRA SINGH GAUTAM,M,GEN,INC,283845,2,1373890,776609,9,56.53
S12,MADHYA PRADESH,29,Mandsaur,GEN,3,2004,DR. KALPANA PARULEKAR,F,GEN,NCP,24570,3,1373890,776609,9,56.53
S12,MADHYA PRADESH,29,Mandsaur,GEN,3,2004,Sarid Alias@ Rashid Khan Mawati,M,GEN,IND,10984,4,1373890,776609,9,56.53
S12,MADHYA PRADESH,29,Mandsaur,GEN,3,2004,RAMSINGH GUJARBARDIYA,M,GEN,SP,9392,5,1373890,776609,9,56.53
S12,MADHYA PRADESH,29,Mandsaur,GEN,3,2004,M. RAFIK DAGRIA,M,GEN,IND,7918,6,1373890,776609,9,56.53
S12,MADHYA PRADESH,29,Mandsaur,GEN,3,2004,SATYANARAYAN VYAS,M,GEN,IND,5661,7,1373890,776609,9,56.53
