ST_CODE,ST_NAME,PC_NO,PC_NAME,PC_TYPE,MONTH,YEAR,CAND_NAME,CAND_SEX,CAND_CATEGORY,PARTYABBRE,TOTVOTPOLL,POSITION,TOT_ELECTORS,TOT_VOTERS,TOT_CONTESTANT,POLL_PERCENT
S01,ANDHRA PRADESH,1,Srikakulam,GEN,3,2004,YERRANNAIDU KINJARAPU,M,GEN,TDP,361906,1,958626,723948,5,75.52
S01,ANDHRA PRADESH,1,Srikakulam,GEN,3,2004,KILLI KRUPARANI,F,GEN,INC,330027,2,958626,723948,5,75.52
S01,ANDHRA PRADESH,1,Srikakulam,GEN,3,2004,DUNGA RANGARAO NAIDU,M,GEN,IND,13848,3,958626,723948,5,75.52
S01,ANDHRA PRADESH,1,Srikakulam,GEN,3,2004,MYLAPALLI LAKSHMUDU,M,GEN,BSP,13011,4,958626,723948,5,75.52
S01,ANDHRA PRADESH,1,Srikakulam,GEN,3,2004,TAMMINENI JAGANMOHAN RAO,M,GEN,IND,4982,5,958626,723948,5,75.52
S01,ANDHRA PRADESH,2,Parvathipuram,ST,3,2004,KISHORE CHANDRA SURYANARAYANA DEO VYRICHERLA,M,ST,INC,321788,1,896336,660932,4,73.74
S01,ANDHRA PRADESH,2,Parvathipuram,ST,3,2004,DADICHILUKA VEERA GOURI SANKARA RAO,M,ST,TDP,314370,2,896336,660932,4,73.74
S01,ANDHRA PRADESH,2,Parvathipuram,ST,3,2004,UOOYAKA MUTYALU,M,ST,IND,13896,3,896336,660932,4,73.74
S01,ANDHRA PRADESH,2,Parvathipuram,ST,3,2004,ARIKA GUMPASWAMY,M,ST,IND,10869,4,896336,660932,4,73.74
S01,ANDHRA PRADESH,3,Bobbili,GEN,3,2004,KONDAPALLI PYDITHALLI NAIDU,M,GEN,TDP,373922,1,976012,747072,4,76.54
S01,ANDHRA PRADESH,3,Bobbili,GEN,3,2004,JHANSI BOTCHA,F,GEN,INC,342574,2,976012,747072,4,76.54
S01,ANDHRA PRADESH,3,Bobbili,GEN,3,2004,PEDDINTI JAGANMOHAN RAO,M,GEN,IND,16098,3,976012,747072,4,76.54
S01,ANDHRA PRADESH,3,Bobbili,GEN,3,2004,G.VENKATESH,M,SC,TRS,14131,4,976012,747072,4,76.54
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,2004,JANARDHANA REDDY NEDURUMALLI,M,GEN,INC,524122,1,1515574,966128,10,63.75
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,2004,DR.M.V.V.S.MURTHY,M,GEN,TDP,393551,2,1515574,966128,10,63.75
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,2004,KOLAVENTI SUNDARA RAO,M,GEN,BSP,16673,3,1515574,966128,10,63.75
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,2004,BHARANIKANA RAMA RAO,M,GEN,IND,11002,4,1515574,966128,10,63.75
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,2004,MANDEM SUBHASH CHANDRA BOSE YADAV,M,GEN,SP,5685,5,1515574,966128,10,63.75
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,2004,SATYANARAYANA MACHIRAJU,M,GEN,IND,5602,6,1515574,966128,10,63.75
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,2004,VAMSI KIRAN.B,M,GEN,PPOI,2920,7,1515574,966128,10,63.75
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,2004,S.V.B.REDDY,M,GEN,IND,2358,8,1515574,966128,10,63.75
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,2004,MAMIDI SOMUNAIDU,M,GEN,RJD,2018,9,1515574,966128,10,63.75
S01,ANDHRA PRADESH,4,Visakhapatnam,GEN,3,2004,APPARAO GUDIVADA,M,GEN,IND,1809,10,1515574,966128,10,63.75
S01,ANDHRA PRADESH,5,Bhadrachalam,ST,3,2004,MIDIYAM BABU RAO,M,ST,CPM,373148,1,1193297,823532,5,69.01
S01,ANDHRA PRADESH,5,Bhadrachalam,ST,3,2004,SMT.KPRK PHANEESWARAMMA,F,ST,TDP,319342,2,1193297,823532,5,69.01
S01,ANDHRA PRADESH,5,Bhadrachalam,ST,3,2004,JANNI APPA RAO,M,ST,BSP,71978,3,1193297,823532,5,69.01
S01,ANDHRA PRADESH,5,Bhadrachalam,ST,3,2004,KETCHELA RANGA REDDI,M,ST,IND,38219,4,1193297,823532,5,69.01
S01,ANDHRA PRADESH,5,Bhadrachalam,ST,3,2004,MADAKAM BHEEMA RAJU,M,ST,MCPI(S),20728,5,1193297,823532,5,69.01
S01,ANDHRA PRADESH,6,Anakapalli,GEN,3,2004,CHALAPATHIRAO PAPPALA,M,GEN,TDP,385406,1,1023113,782106,3,76.44
S01,ANDHRA PRADESH,6,Anakapalli,GEN,3,2004,NANDA GOPAL GANDHAM,M,GEN,INC,369992,2,1023113,782106,3,76.44
S01,ANDHRA PRADESH,6,Anakapalli,GEN,3,2004,SADARAM APPALA RAJU,M,GEN,BSP,26708,3,1023113,782106,3,76.44
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,2004,MALLIPUDI MANGAPATI PALLAM RAJU,M,GEN,INC,410982,1,1164984,832347,7,71.45
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,2004,MUDRAGADA PADMANABHAM,M,GEN,TDP,353730,2,1164984,832347,7,71.45
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,2004,CHANDRAVATHI DWARAMPUDI,F,GEN,IND,30153,3,1164984,832347,7,71.45
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,2004,APPARAO PUAGALA,M,SC,BSP,16373,4,1164984,832347,7,71.45
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,2004,NAINALASETTI MURTHY,M,GEN,CPI(ML)(L),9458,5,1164984,832347,7,71.45
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,2004,PUVVALA ANANDA RAO,M,SC,IND,8544,6,1164984,832347,7,71.45
S01,ANDHRA PRADESH,7,Kakinada,GEN,3,2004,CHAGANTI SURYANARAYANA MURTHY,M,GEN,IND,3044,7,1164984,832347,7,71.45
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,2004,ARUNA KUMAR VUNDAVALLI,M,GEN,INC,413927,1,1074223,816276,6,75.99
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,2004,KANTIPUDI SARVARAYUDU,M,GEN,BJP,265107,2,1074223,816276,6,75.99
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,2004,S.B.P.B.K.SATYANARAYANA RAO,M,GEN,IND,99671,3,1074223,816276,6,75.99
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,2004,GURRALA PARAMJYOTHI,M,SC,IND,22598,4,1074223,816276,6,75.99
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,2004,PATAMSETTI V.V.S.V.PRASAD (BABU),M,GEN,IND,10192,5,1074223,816276,6,75.99
S01,ANDHRA PRADESH,8,Rajahmundry,GEN,3,2004,DUGGIREDDY DHARMA REDDY,M,GEN,IND,4630,6,1074223,816276,6,75.99
S01,ANDHRA PRADESH,9,Amalapuram,SC,3,2004,G.V. HARSHA KUMAR,M,SC,INC,350346,1,904207,704415,5,77.9
S01,ANDHRA PRADESH,9,Amalapuram,SC,3,2004,DUNNA JANARDHANA RAO,M,SC,TDP,308861,2,904207,704415,5,77.9
S01,ANDHRA PRADESH,9,Amalapuram,SC,3,2004,MUNEESWARA RAO BHUPATI,M,SC,IND,26699,3,904207,704415,5,77.9
S01,ANDHRA PRADESH,9,Amalapuram,SC,3,2004,YALANGI RAMESH,M,SC,IND,9550,4,904207,704415,5,77.9
S01,ANDHRA PRADESH,9,Amalapuram,SC,3,2004,D. MURALIKRISHNA,M,SC,BSP,8768,5,904207,704415,5,77.9
S01,ANDHRA PRADESH,10,Narasapur,GEN,3,2004,CHEGONDI VENKATA HARIRAMA JOGAIAH,M,GEN,INC,402761,1,996175,768918,3,77.19
S01,ANDHRA PRADESH,10,Narasapur,GEN,3,2004,UPPALAPATI VENKATAKRISHNAM RAJU,M,GEN,BJP,338349,2,996175,768918,3,77.19
S01,ANDHRA PRADESH,10,Narasapur,GEN,3,2004,ALLURI YUGANDHARA  RAJU,M,GEN,PPOI,27427,3,996175,768918,3,77.19
S01,ANDHRA PRADESH,11,Eluru,GEN,3,2004,KAVURU  SAMBA SIVA RAO,M,GEN,INC,499191,1,1151672,896961,7,77.88
S01,ANDHRA PRADESH,11,Eluru,GEN,3,2004,BOLLA BULLI RAMAIAH,M,GEN,TDP,375900,2,1151672,896961,7,77.88
S01,ANDHRA PRADESH,11,Eluru,GEN,3,2004,D.S.V.KRISHNAJI,M,GEN,BSP,8707,3,1151672,896961,7,77.88
S01,ANDHRA PRADESH,11,Eluru,GEN,3,2004,B.N.V.SATYANARAYANA,M,GEN,TRS,4776,4,1151672,896961,7,77.88
S01,ANDHRA PRADESH,11,Eluru,GEN,3,2004,S.V.SUBBARAO,M,GEN,IND,4736,5,1151672,896961,7,77.88
S01,ANDHRA PRADESH,11,Eluru,GEN,3,2004,KODURI SRIRAMULU,M,GEN,IND,1904,6,1151672,896961,7,77.88
S01,ANDHRA PRADESH,11,Eluru,GEN,3,2004,S.V.B.REDDY,M,GEN,IND,1732,7,1151672,896961,7,77.88
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,3,2004,BADIGA RAMAKRISHNA,M,GEN,INC,387127,1,993370,755759,6,76.08
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,3,2004,AMBATI BRAHMANAIAH,M,GEN,TDP,336786,2,993370,755759,6,76.08
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,3,2004,YENDURI SUBRAHMANYESWARA RAO (MANI),M,GEN,IND,18477,3,993370,755759,6,76.08
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,3,2004,ADAPALA SIVANNARAYANA,M,GEN,PPOI,6201,4,993370,755759,6,76.08
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,3,2004,DODDA KAMESWARA RAO,M,GEN,IND,4297,5,993370,755759,6,76.08
S01,ANDHRA PRADESH,12,Machilipatnam,GEN,3,2004,B.S.RAO,M,GEN,TRS,2426,6,993370,755759,6,76.08
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,RAJAGOPAL LAGADAPATI,M,GEN,INC,519624,1,1464657,945954,13,64.59
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,ASWINI DUTT CHALASANI,M,GEN,TDP,405037,2,1464657,945954,13,64.59
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,NANDETI PRABHAKAR RAO,M,SC,BSP,6472,3,1464657,945954,13,64.59
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,KONERU VARA LAKSHMI,F,GEN,PPOI,5105,4,1464657,945954,13,64.59
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,SOMESWARA RAO MADALA,M,GEN,IND,3039,5,1464657,945954,13,64.59
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,SYED MOINUDDIN,M,GEN,IND,1443,6,1464657,945954,13,64.59
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,RAMACHANDRA RAO. J,M,GEN,TRS,1268,7,1464657,945954,13,64.59
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,DOMAKONDA RAVI KUMAR,M,SC,IND,1005,8,1464657,945954,13,64.59
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,JAKKA TARAKA MALLIKARJUNA RAO,M,GEN,IND,637,9,1464657,945954,13,64.59
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,APPARAO DAMALAPATI,M,GEN,IND,549,10,1464657,945954,13,64.59
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,GATLA VENKATA NARAYANA REDDY,M,GEN,IND,493,11,1464657,945954,13,64.59
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,DONEPUDI SRINIVAS,M,GEN,IND,482,12,1464657,945954,13,64.59
S01,ANDHRA PRADESH,13,Vijayawada,GEN,3,2004,GOTTUMUKKALA SIVA PRASADARAJU,M,GEN,IND,396,13,1464657,945954,13,64.59
S01,ANDHRA PRADESH,14,Tenali,GEN,3,2004,BALASHOWRY VALLABHANENI,M,GEN,INC,366843,1,880148,673781,7,76.55
S01,ANDHRA PRADESH,14,Tenali,GEN,3,2004,UMMAREDDY VENKATESWARLU,M,GEN,TDP,288287,2,880148,673781,7,76.55
S01,ANDHRA PRADESH,14,Tenali,GEN,3,2004,DILIP RAAJA DONEPUDI,M,SC,BSP,5694,3,880148,673781,7,76.55
S01,ANDHRA PRADESH,14,Tenali,GEN,3,2004,VENKATESWARLU PALLA,M,GEN,IND,5679,4,880148,673781,7,76.55
S01,ANDHRA PRADESH,14,Tenali,GEN,3,2004,NARASIMHA REDDY TERA,M,GEN,TRS,4183,5,880148,673781,7,76.55
S01,ANDHRA PRADESH,14,Tenali,GEN,3,2004,DUGGIRALA RAJA  RAMKUMAR,M,GEN,IND,1623,6,880148,673781,7,76.55
S01,ANDHRA PRADESH,14,Tenali,GEN,3,2004,MANDALI SUBRAHMANYAM,M,GEN,IND,1153,7,880148,673781,7,76.55
S01,ANDHRA PRADESH,15,Guntur,GEN,3,2004,RAYAPATI  SAMBASIVA RAO,M,GEN,INC,466221,1,1172954,821761,5,70.06
S01,ANDHRA PRADESH,15,Guntur,GEN,3,2004,Y. V. RAO,M,GEN,TDP,336429,2,1172954,821761,5,70.06
S01,ANDHRA PRADESH,15,Guntur,GEN,3,2004,JUPALLI HANUMANTHA RAO GOUD,M,GEN,BSP,9375,3,1172954,821761,5,70.06
S01,ANDHRA PRADESH,15,Guntur,GEN,3,2004,VENKATESWARLU GUNDI,M,GEN,TRS,5444,4,1172954,821761,5,70.06
S01,ANDHRA PRADESH,15,Guntur,GEN,3,2004,MUVVA VENKAT RAO,M,GEN,IND,4009,5,1172954,821761,5,70.06
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,2004,DAGGUBATI PURANDARESWARI,F,GEN,INC,411099,1,948929,735716,5,77.53
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,2004,DAGGUBATI RAMANAIDU,M,GEN,TDP,317017,2,948929,735716,5,77.53
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,2004,CHELLAMALLA VENKATA REDDY,M,GEN,TRS,3753,3,948929,735716,5,77.53
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,2004,PRATHIPATI SRINIVASU,M,GEN,IND,2159,4,948929,735716,5,77.53
S01,ANDHRA PRADESH,16,Bapatla,GEN,3,2004,INAGANTI APPARAO,M,GEN,IND,1434,5,948929,735716,5,77.53
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,3,2004,MEKAPATI RAJAMOHAN REDDY,M,GEN,INC,481310,1,1255040,899837,5,71.7
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,3,2004,MADDI LAKSHMAIAH,M,GEN,TDP,395055,2,1255040,899837,5,71.7
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,3,2004,PULIMAMIDI NARSIMHA REDDY,M,GEN,TRS,9622,3,1255040,899837,5,71.7
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,3,2004,GONTU VENKATESWARA REDDY,M,GEN,IND,8278,4,1255040,899837,5,71.7
S01,ANDHRA PRADESH,17,Narasaraopet,GEN,3,2004,PULIMI VENKATARAMI REDDY,M,GEN,IND,5519,5,1255040,899837,5,71.7
S01,ANDHRA PRADESH,18,Ongole,GEN,3,2004,SREENIVASULU REDDY MAGUNTA,M,GEN,INC,446584,1,1063995,799471,9,75.14
S01,ANDHRA PRADESH,18,Ongole,GEN,3,2004,BATHULA VIJAYA BHARATHI,F,GEN,TDP,340563,2,1063995,799471,9,75.14
S01,ANDHRA PRADESH,18,Ongole,GEN,3,2004,ALLA RAMA CHANDRA REDDY,M,GEN,IND,4741,3,1063995,799471,9,75.14
S01,ANDHRA PRADESH,18,Ongole,GEN,3,2004,SATISH KUMAR,M,GEN,IND,2463,4,1063995,799471,9,75.14
S01,ANDHRA PRADESH,18,Ongole,GEN,3,2004,RAMA RAO DAGGUPATI,M,GEN,IND,1041,5,1063995,799471,9,75.14
S01,ANDHRA PRADESH,18,Ongole,GEN,3,2004,NALAMALAPU LAKSHMI NARASA REDDY,M,GEN,IND,986,6,1063995,799471,9,75.14
S01,ANDHRA PRADESH,18,Ongole,GEN,3,2004,VENU BABU NAIDU KAVURI,M,GEN,IND,982,7,1063995,799471,9,75.14
S01,ANDHRA PRADESH,18,Ongole,GEN,3,2004,GUDIPUDI NARASIMHA RAO,M,GEN,IND,896,8,1063995,799471,9,75.14
S01,ANDHRA PRADESH,18,Ongole,GEN,3,2004,BOYALLA RANGANAYAKULU,M,GEN,IND,853,9,1063995,799471,9,75.14
S01,ANDHRA PRADESH,19,Nellore,SC,3,2004,PANABAKA LAKSHMI,F,SC,INC,450129,1,1153181,836740,9,72.56
S01,ANDHRA PRADESH,19,Nellore,SC,3,2004,BALAKONDAIAH KARUPOTALA,M,SC,BJP,321905,2,1153181,836740,9,72.56
S01,ANDHRA PRADESH,19,Nellore,SC,3,2004,MALAKONDAIAH.Y,M,SC,SP,36085,3,1153181,836740,9,72.56
S01,ANDHRA PRADESH,19,Nellore,SC,3,2004,MARLAPATI  VEMAIAH,M,SC,BSP,9395,4,1153181,836740,9,72.56
S01,ANDHRA PRADESH,19,Nellore,SC,3,2004,VENKATA RAM RAVINUTHALA,M,SC,IND,5983,5,1153181,836740,9,72.56
S01,ANDHRA PRADESH,19,Nellore,SC,3,2004,DAVA PENCHALA RAO,M,SC,IND,3884,6,1153181,836740,9,72.56
S01,ANDHRA PRADESH,19,Nellore,SC,3,2004,MANGALAPURI VENKATESWARLU,M,SC,BRPP,3421,7,1153181,836740,9,72.56
S01,ANDHRA PRADESH,19,Nellore,SC,3,2004,OURUVURU KRISHNAIAH,M,SC,IND,3415,8,1153181,836740,9,72.56
S01,ANDHRA PRADESH,19,Nellore,SC,3,2004,MADDELA BRAHMANAIDU,M,SC,IND,2285,9,1153181,836740,9,72.56
S01,ANDHRA PRADESH,20,Tirupathi,SC,3,2004,CHINTA MOHAN,M,SC,INC,510961,1,1215573,850803,4,69.99
S01,ANDHRA PRADESH,20,Tirupathi,SC,3,2004,DR. N. VENKATA SWAMY,M,SC,BJP,311633,2,1215573,850803,4,69.99
S01,ANDHRA PRADESH,20,Tirupathi,SC,3,2004,K. ESWAR RAO,M,SC,TRS,16508,3,1215573,850803,4,69.99
S01,ANDHRA PRADESH,20,Tirupathi,SC,3,2004,KATTAMANCHI PRABHAKAR,M,SC,IND,11685,4,1215573,850803,4,69.99
S01,ANDHRA PRADESH,21,Chittoor,GEN,3,2004,D.K. AUDIKESAVULU,M,GEN,TDP,454128,1,1170325,876594,6,74.9
S01,ANDHRA PRADESH,21,Chittoor,GEN,3,2004,DR. RAVURI VENKATA SWAMY,M,GEN,INC,391990,2,1170325,876594,6,74.9
S01,ANDHRA PRADESH,21,Chittoor,GEN,3,2004,S.SAHADEVA REDDY,M,GEN,IND,10431,3,1170325,876594,6,74.9
S01,ANDHRA PRADESH,21,Chittoor,GEN,3,2004,A.MALLA RAO,M,GEN,TRS,10258,4,1170325,876594,6,74.9
S01,ANDHRA PRADESH,21,Chittoor,GEN,3,2004,D.A NAGARAJU,M,GEN,IND,5532,5,1170325,876594,6,74.9
S01,ANDHRA PRADESH,21,Chittoor,GEN,3,2004,SHAIK JEELANI BASHA,M,GEN,IND,3653,6,1170325,876594,6,74.9
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,2004,ANNAYYAGARI SAI PRATHAP,M,GEN,INC,369797,1,991369,691589,5,69.76
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,2004,GUNIPATI RAMAIAH,M,GEN,TDP,291712,2,991369,691589,5,69.76
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,2004,HAJI MD. AZAM SHAIK,M,GEN,IND,11919,3,991369,691589,5,69.76
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,2004,ASHOKA RAO PEECHARA,M,GEN,TRS,11247,4,991369,691589,5,69.76
S01,ANDHRA PRADESH,22,Rajampet,GEN,3,2004,MUKKA NARASIMHA REDDY,M,GEN,JP,6654,5,991369,691589,5,69.76
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,Y.S. VIVEKANANDA REDDY,M,GEN,INC,461431,1,1143505,819757,15,71.69
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,VENKATA MYSURA REDDY MULE,M,GEN,TDP,329757,2,1143505,819757,15,71.69
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,T BHASKAR REDDY,M,GEN,IND,10250,3,1143505,819757,15,71.69
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,INDI REDDY THIMMA REDDY,M,GEN,RJD,5242,4,1143505,819757,15,71.69
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,VITTA SUBBA RAO,M,GEN,IND,3932,5,1143505,819757,15,71.69
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,KONDABOINA SREENIVASULU K,M,GEN,PPOI,1759,6,1143505,819757,15,71.69
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,C.BALAVARADA REDDY,M,GEN,IND,1115,7,1143505,819757,15,71.69
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,B.NARAYANA REDDY,M,GEN,RPI,903,8,1143505,819757,15,71.69
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,PUTHA RAMAPRASADA REDDY,M,GEN,ANC,825,9,1143505,819757,15,71.69
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,SIVANATHA REDDY CHADIPIRALLA,M,GEN,NTRTDP(LP),759,10,1143505,819757,15,71.69
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,C.GOPI NARASIMHA REDDY,M,GEN,IND,746,11,1143505,819757,15,71.69
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,G.RAVINDRANATHA REDDY,M,GEN,JP,731,12,1143505,819757,15,71.69
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,O.SUBBA REDDY,M,GEN,ABJS,649,13,1143505,819757,15,71.69
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,PECHARA VENKATESHWAR RAO,M,GEN,TRS,617,14,1143505,819757,15,71.69
S01,ANDHRA PRADESH,23,Cuddapah,GEN,3,2004,N BHASKARA REDDY,M,GEN,PP,485,15,1143505,819757,15,71.69
S01,ANDHRA PRADESH,24,Hindupur,GEN,3,2004,NIZAMODDIN,M,GEN,INC,419744,1,1179211,868270,4,73.63
S01,ANDHRA PRADESH,24,Hindupur,GEN,3,2004,B.K.PARDHASARATHI,M,GEN,TDP,417904,2,1179211,868270,4,73.63
S01,ANDHRA PRADESH,24,Hindupur,GEN,3,2004,B. SURENDER KUMAR,M,GEN,TRS,16907,3,1179211,868270,4,73.63
S01,ANDHRA PRADESH,24,Hindupur,GEN,3,2004,SMT DESAI REDDY PRABHAVATHI,F,GEN,IND,13508,4,1179211,868270,4,73.63
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,2004,ANANTHA VENKATA RAMI REDDY,M,GEN,INC,458925,1,1280923,876376,7,68.42
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,2004,KALAVA SRINIVASULU,M,GEN,TDP,385521,2,1280923,876376,7,68.42
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,2004,GADDALA NAGABHUSHANAM,M,SC,BSP,9296,3,1280923,876376,7,68.42
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,2004,YATHAM POTHALAIAH,M,GEN,IND,7102,4,1280923,876376,7,68.42
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,2004,K. VENKATESULU,M,GEN,PPOI,6232,5,1280923,876376,7,68.42
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,2004,A. JAGAN MOHAN RAO,M,GEN,TRS,4419,6,1280923,876376,7,68.42
S01,ANDHRA PRADESH,25,Anantapur,GEN,3,2004,B. S. AMARNATH,M,GEN,IND,3640,7,1280923,876376,7,68.42
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,2004,KOTLA JAYASURYA PRAKASHA REDDY,M,GEN,INC,433529,1,1310724,818997,10,62.48
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,2004,KAMBALAPADU EDIGA KRISHNAMURTHI,M,GEN,TDP,332431,2,1310724,818997,10,62.48
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,2004,JAMES,M,SC,IND,17410,3,1310724,818997,10,62.48
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,2004,REDDIPOGU DAVID,M,GEN,BSP,12515,4,1310724,818997,10,62.48
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,2004,T. SESHAPHANI,M,GEN,IND,8899,5,1310724,818997,10,62.48
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,2004,DR. PARAMESHWAR REDDY,M,GEN,PPOI,3722,6,1310724,818997,10,62.48
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,2004,GIRI NIVARTHI RAO YADAV,M,GEN,IND,2873,7,1310724,818997,10,62.48
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,2004,V. RAVINDER RAO,M,GEN,TRS,2723,8,1310724,818997,10,62.48
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,2004,R. V. MOHANA REDDY,M,GEN,JP,2624,9,1310724,818997,10,62.48
S01,ANDHRA PRADESH,26,Kurnool,GEN,3,2004,K. V. KRISHNA KUMAR,M,GEN,IND,2083,10,1310724,818997,10,62.48
S01,ANDHRA PRADESH,27,Nandyal,GEN,3,2004,S. P. Y. REDDY,M,GEN,INC,458526,1,1182240,830501,9,70.25
S01,ANDHRA PRADESH,27,Nandyal,GEN,3,2004,BHUMA SHOBHA NAGI REDDY,F,GEN,TDP,346847,2,1182240,830501,9,70.25
S01,ANDHRA PRADESH,27,Nandyal,GEN,3,2004,LAKU OBULESU,M,SC,IND,7662,3,1182240,830501,9,70.25
S01,ANDHRA PRADESH,27,Nandyal,GEN,3,2004,A. C  V. SUBBAIAH,M,GEN,BSP,7468,4,1182240,830501,9,70.25
S01,ANDHRA PRADESH,27,Nandyal,GEN,3,2004,S. VASUDEV PRASAD,M,GEN,TRS,2682,5,1182240,830501,9,70.25
S01,ANDHRA PRADESH,27,Nandyal,GEN,3,2004,RAMAKRISHNA REDDY. S,M,GEN,IND,2020,6,1182240,830501,9,70.25
S01,ANDHRA PRADESH,27,Nandyal,GEN,3,2004,MALA GUNAM PALLE GOKARI,M,SC,IND,1800,7,1182240,830501,9,70.25
S01,ANDHRA PRADESH,27,Nandyal,GEN,3,2004,INJETI KRISHNA REDDY,M,GEN,IND,1552,8,1182240,830501,9,70.25
S01,ANDHRA PRADESH,27,Nandyal,GEN,3,2004,BUDDA REDDY SRINIVASA REDDY,M,GEN,IND,1419,9,1182240,830501,9,70.25
S01,ANDHRA PRADESH,28,Nagarkurnool,SC,3,2004,DR.MANDA JAGANNATH,M,SC,TDP,405046,1,1296544,883683,5,68.16
S01,ANDHRA PRADESH,28,Nagarkurnool,SC,3,2004,K.S.RATNAM,M,SC,IND,305396,2,1296544,883683,5,68.16
S01,ANDHRA PRADESH,28,Nagarkurnool,SC,3,2004,P.BHAGAVANTHU,M,SC,IND,119813,3,1296544,883683,5,68.16
S01,ANDHRA PRADESH,28,Nagarkurnool,SC,3,2004,P. LALAIAH,M,SC,BSP,27247,4,1296544,883683,5,68.16
