,PC.name,State.name,Candidate.Name,Candidate.Sex,Candidate.Category,Candidate.Age,Party.Abbreviation,Total.Votes.Polled,Position,Total.voters,Total_Electors,TOT_CONTESTANT,POLL.PERCENTAGE,Total.Persons,Total.HinduPersons,Total.Muslim.Persons,Sex.Ratio..per.1000.,Average.Literacy,Incumbency,Education,Total.Assets,Women,Winner,Criminal.Case,SeriousCrime
1706,Chennai central,Tamil Nadu,VISWANATHAN.E,M,GEN,48,MMKA,1246,8,610808,1000705,37,61.03776837,4646732,3751322,439270,989,90.18,0,Post Graduate,50515000,0,0,1,1
1707,Chennai central,Tamil Nadu,VIJAYAKUMAR,M,GEN,51,PPOI,924,11,610808,1000705,37,61.03776837,4646732,3751322,439270,989,90.18,0,Graduate Professional,4826336,0,0,0,0
1708,Chennai central,Tamil Nadu,RAAJ RAMCHAND,M,GEN,41,SHS,613,15,610808,1000705,37,61.03776837,4646732,3751322,439270,989,90.18,0,Graduate,5077000,0,0,0,0
1709,Chennai central,Tamil Nadu,RAMANA REDDY.K.V,M,GEN,57,KDC,503,17,610808,1000705,37,61.03776837,4646732,3751322,439270,989,90.18,0,Graduate,0,0,0,0,0
1710,Chennai central,Tamil Nadu,VASU.S,M,GEN,59,SP,468,18,610808,1000705,37,61.03776837,4646732,3751322,439270,989,90.18,0,Graduate,725000,0,0,0,0
1712,Chennai central,Tamil Nadu,GANGADURAI.G,M,SC,40,JJ,295,24,610808,1000705,37,61.03776837,4646732,3751322,439270,989,90.18,0,Not Given,84000,0,0,0,0
1713,Chennai central,Tamil Nadu,NAHAMANI.J,M,GEN,54,JMM,201,32,610808,1000705,37,61.03776837,4646732,3751322,439270,989,90.18,0,Post Graduate,1030000,0,0,0,0
1716,Chennai North,Tamil Nadu,YUVARAJ. V,M,SC,45,DMDK,66375,3,659920,1016663,29,64.91039804,4646732,3751322,439270,989,90.18,0,Graduate,2647761,0,0,1,0
1717,Chennai North,Tamil Nadu,TAMILISAISOUNDARARAJAN,F,GEN,47,BJP,23350,4,659920,1016663,29,64.91039804,4646732,3751322,439270,989,90.18,0,Not Given,0,1,0,0,0
1718,Chennai North,Tamil Nadu,SANTHASHRINI J.O.R,F,GEN,41,BSP,3952,5,659920,1016663,29,64.91039804,4646732,3751322,439270,989,90.18,0,Not Given,0,1,0,0,0
1719,Chennai North,Tamil Nadu,MOHAMMED ABDULLAH,M,GEN,40,RPI(A),1619,10,659920,1016663,29,64.91039804,4646732,3751322,439270,989,90.18,0,Not Given,560000,0,0,0,0
1720,Chennai North,Tamil Nadu,ANANDHU.K,M,SC,38,LJP,1442,12,659920,1016663,29,64.91039804,4646732,3751322,439270,989,90.18,0,Graduate Professional,1090000,0,0,0,0
1721,Chennai North,Tamil Nadu,SATISH KUMAR. K.P,M,GEN,33,MMKA,814,14,659920,1016663,29,64.91039804,4646732,3751322,439270,989,90.18,0,Not Given,0,0,0,0,0
1722,Chennai North,Tamil Nadu,PALANIMOSES. N,M,GEN,45,PKMK,729,15,659920,1016663,29,64.91039804,4646732,3751322,439270,989,90.18,0,Not Given,4240000,0,0,0,0
1723,Chennai South,Tamil Nadu,RAJENDRAN C,M,GEN,48,ADMK,308567,1,728113,1162062,43,62.65698388,4646732,3751322,439270,989,90.18,0,Graduate Professional,27966678,0,1,0,0
1724,Chennai South,Tamil Nadu,BHARATHY R.S.,M,GEN,61,DMK,275632,2,728113,1162062,43,62.65698388,4646732,3751322,439270,989,90.18,1,Graduate Professional,22576698,0,0,0,0
1725,Chennai South,Tamil Nadu,GOPINATH V,M,GEN,36,DMDK,67291,3,728113,1162062,43,62.65698388,4646732,3751322,439270,989,90.18,0,Graduate Professional,30999000,0,0,0,0
1726,Chennai South,Tamil Nadu,GANESAN LA,M,GEN,64,BJP,42925,4,728113,1162062,43,62.65698388,4646732,3751322,439270,989,90.18,0,10th Pass,62871,0,0,0,0
1727,Chennai South,Tamil Nadu,VENKATARAMAN N.S.,M,GEN,63,DPK,2154,6,728113,1162062,43,62.65698388,4646732,3751322,439270,989,90.18,0,Graduate,7564563,0,0,0,0
1728,Chennai South,Tamil Nadu,SATHIYASEELAN M,M,SC,56,LJP,520,15,728113,1162062,43,62.65698388,4646732,3751322,439270,989,90.18,0,10th Pass,409000,0,0,0,0
1729,Chennai South,Tamil Nadu,JAYARAMAN S,M,GEN,37,SHS,491,16,728113,1162062,43,62.65698388,4646732,3751322,439270,989,90.18,0,5th Pass,667143,0,0,0,0
1730,Chennai South,Tamil Nadu,MOHANRAJ J,M,GEN,57,JJ,278,23,728113,1162062,43,62.65698388,4646732,3751322,439270,989,90.18,0,Graduate,19775251000,0,0,0,0
1731,Chennai South,Tamil Nadu,RAVINDRA DASS R,M,GEN,29,KDC,268,25,728113,1162062,43,62.65698388,4646732,3751322,439270,989,90.18,0,Graduate,162000,0,0,0,0
1732,Chennai South,Tamil Nadu,RAJAMANITHAR S.J.,M,GEN,47,PKMK,252,31,728113,1162062,43,62.65698388,4646732,3751322,439270,989,90.18,0,Post Graduate,45000,0,0,0,0
1733,Chennai South,Tamil Nadu,JYOTHI G.M.,F,GEN,58,PPOI,235,33,728113,1162062,43,62.65698388,4646732,3751322,439270,989,90.18,0,10th Pass,3349651,0,0,0,0
1734,Chidambaram,Tamil Nadu,"THIRUMAAVALAVAN, THOL",M,SC,46,VCK,428804,1,871085,1126828,13,77.3041671,2605914,2391675,123749,987,78.04,0,Post Graduate,2347700,0,1,2,1
1735,Chidambaram,Tamil Nadu,"PONNUSWAMY,E",M,SC,72,PMK,329721,2,871085,1126828,13,77.3041671,2605914,2391675,123749,987,78.04,1,Post Graduate,875000,0,0,0,0
1736,Chidambaram,Tamil Nadu,"SASIKUMAR, S",M,SC,32,DMDK,66283,3,871085,1126828,13,77.3041671,2605914,2391675,123749,987,78.04,0,Graduate,695540,0,0,1,0
1737,Chidambaram,Tamil Nadu,"RAJENDIRAN, N.R",M,SC,52,BSP,5718,7,871085,1126828,13,77.3041671,2605914,2391675,123749,987,78.04,0,10th Pass,2500,0,0,0,0
1738,Chidambaram,Tamil Nadu,"SELVAKUMAR, C",M,SC,31,RKSP,3140,9,871085,1126828,13,77.3041671,2605914,2391675,123749,987,78.04,0,Others,1000,0,0,0,0
1739,Coimbatore,Tamil Nadu,NATARAJAN.P.R.,M,GEN,59,CPM,293165,1,824457,1163781,25,70.84296788,3458045,3044145,211035,1000,83.98,0,Graduate,1767722,0,1,0,0
1740,Coimbatore,Tamil Nadu,PRABHU.R,M,GEN,61,INC,254501,2,824457,1163781,25,70.84296788,3458045,3044145,211035,1000,83.98,0,Post Graduate,221697347,0,0,0,0
1741,Coimbatore,Tamil Nadu,ESWARAN.E.R,M,GEN,48,KNMK,128070,3,824457,1163781,25,70.84296788,3458045,3044145,211035,1000,83.98,0,Not Given,0,0,0,0,0
1742,Coimbatore,Tamil Nadu,PANDIAN.R,M,GEN,52,DMDK,73188,4,824457,1163781,25,70.84296788,3458045,3044145,211035,1000,83.98,0,Post Graduate,32834632,0,0,1,0
1743,Coimbatore,Tamil Nadu,SELVAKUMAR.G.K.S,M,GEN,47,BJP,37909,5,824457,1163781,25,70.84296788,3458045,3044145,211035,1000,83.98,0,Post Graduate,32276267,0,0,0,0
1744,Coimbatore,Tamil Nadu,RAMASUBRAMANIAN.K,M,GEN,41,BSP,2937,9,824457,1163781,25,70.84296788,3458045,3044145,211035,1000,83.98,0,Graduate,555571,0,0,0,0
1745,Coimbatore,Tamil Nadu,RAJAN.S.K,M,GEN,60,PPOI,2340,10,824457,1163781,25,70.84296788,3458045,3044145,211035,1000,83.98,0,Graduate,4711280,0,0,0,0
1746,Coimbatore,Tamil Nadu,SELVAM.M,M,GEN,51,SHS,2007,11,824457,1163781,25,70.84296788,3458045,3044145,211035,1000,83.98,0,Illiterate,15000,0,0,0,0
1747,Coimbatore,Tamil Nadu,KATHIRMANI.P,M,GEN,36,SP,1396,17,824457,1163781,25,70.84296788,3458045,3044145,211035,1000,83.98,0,8th Pass,15000,0,0,0,0
1749,Cuddalore,Tamil Nadu,ALAGIRI S,M,GEN,56,INC,320473,1,749994,986030,11,76.06198594,2605914,2391675,123749,987,78.04,0,Graduate,11866846,0,1,0,0
1750,Cuddalore,Tamil Nadu,SAMPATH M C,M,GEN,51,ADMK,296941,2,749994,986030,11,76.06198594,2605914,2391675,123749,987,78.04,0,Graduate,12093383,0,0,0,0
1751,Cuddalore,Tamil Nadu,DHAMOTHARAN M C,M,GEN,57,DMDK,93172,3,749994,986030,11,76.06198594,2605914,2391675,123749,987,78.04,0,Graduate Professional,3032500,0,0,0,0
1752,Cuddalore,Tamil Nadu,AROKIYADOSS C,M,GEN,60,BSP,8269,5,749994,986030,11,76.06198594,2605914,2391675,123749,987,78.04,0,Others,475000,0,0,0,0
1753,Cuddalore,Tamil Nadu,KAMARAJ A,M,SC,36,LJP,5045,7,749994,986030,11,76.06198594,2605914,2391675,123749,987,78.04,0,Graduate,970000,0,0,0,0
1754,Dharmapuri,Tamil Nadu,THAMARAISELVAN. R,M,GEN,45,DMK,365812,1,778160,1069601,21,72.7523628,1506843,1452956,38304,946,68.54,0,Graduate Professional,3867546,0,1,0,0
1755,Dharmapuri,Tamil Nadu,SENTHIL. R. DR.,M,GEN,47,PMK,229870,2,778160,1069601,21,72.7523628,1506843,1452956,38304,946,68.54,1,Doctorate,21899828,0,0,1,0
1756,Dharmapuri,Tamil Nadu,ELANGOVAN. V,M,GEN,59,DMDK,103494,3,778160,1069601,21,72.7523628,1506843,1452956,38304,946,68.54,0,Not Given,0,0,0,0,0
1757,Dharmapuri,Tamil Nadu,ASOKAN. G,M,GEN,35,KNMK,15333,4,778160,1069601,21,72.7523628,1506843,1452956,38304,946,68.54,0,Not Given,325000,0,0,1,1
1758,Dharmapuri,Tamil Nadu,PURUSOTHAMAN. V,M,GEN,61,BSP,5445,8,778160,1069601,21,72.7523628,1506843,1452956,38304,946,68.54,0,Graduate Professional,855400,0,0,0,0
1759,Dharmapuri,Tamil Nadu,ANNADURAI. K,M,GEN,40,UMK,2434,14,778160,1069601,21,72.7523628,1506843,1452956,38304,946,68.54,0,Not Given,100000,0,0,0,0
1760,Dharmapuri,Tamil Nadu,GUNASEKARAN. D,M,SC,38,MMKA,1726,17,778160,1069601,21,72.7523628,1506843,1452956,38304,946,68.54,0,Post Graduate,270000,0,0,0,0
1761,Dindigul,Tamil Nadu,CHITTHAN N S V,M,GEN,75,INC,361545,1,820561,1085696,19,75.57925976,2159775,1879494,105012,998,76.26,1,Graduate,17035764,0,1,0,0
1762,Dindigul,Tamil Nadu,BAALASUBRAMANI P,M,GEN,53,ADMK,307198,2,820561,1085696,19,75.57925976,2159775,1879494,105012,998,76.26,0,12th Pass,25028810,0,0,0,0
1763,Dindigul,Tamil Nadu,MUTHUVELRAJ P,M,GEN,59,DMDK,100788,3,820561,1085696,19,75.57925976,2159775,1879494,105012,998,76.26,0,Post Graduate,316178200,0,0,0,0
1764,Dindigul,Tamil Nadu,SRINIVASA BABU M,M,GEN,31,BSP,6960,4,820561,1085696,19,75.57925976,2159775,1879494,105012,998,76.26,0,Graduate,91600,0,0,0,0
1765,Dindigul,Tamil Nadu,SELLAMUTHU K M,M,GEN,38,KNMK,6411,6,820561,1085696,19,75.57925976,2159775,1879494,105012,998,76.26,0,8th Pass,10369265,0,0,0,0
1766,Dindigul,Tamil Nadu,DAISY RANI S,F,GEN,46,RKSP,1399,12,820561,1085696,19,75.57925976,2159775,1879494,105012,998,76.26,0,10th Pass,500000,1,0,1,1
1767,Dindigul,Tamil Nadu,LOGANATHAN V,M,GEN,29,SP,1278,14,820561,1085696,19,75.57925976,2159775,1879494,105012,998,76.26,0,Graduate,31000,0,0,0,0
1769,Erode,Tamil Nadu,GANESHAMURTHI.A.,M,GEN,61,MDMK,284148,1,767466,1010079,25,75.98078962,2251744,2115455,76098,993,72.58,0,Graduate,26729518,0,1,1,0
1770,Erode,Tamil Nadu,ELANGOVAN.E.V.K.S.,M,GEN,60,INC,234812,2,767466,1010079,25,75.98078962,2251744,2115455,76098,993,72.58,0,Graduate,29067279,0,0,0,0
1771,Erode,Tamil Nadu,BALASUBRAMANIAM.C,M,GEN,47,KNMK,106604,3,767466,1010079,25,75.98078962,2251744,2115455,76098,993,72.58,0,Post Graduate,25115900,0,0,0,0
1773,Erode,Tamil Nadu,PALANISAMY.N.P.,M,GEN,48,BJP,8429,5,767466,1010079,25,75.98078962,2251744,2115455,76098,993,72.58,0,Graduate Professional,3058800,0,0,0,0
1774,Erode,Tamil Nadu,SHIVAKUMARI,F,GEN,41,BSP,3980,7,767466,1010079,25,75.98078962,2251744,2115455,76098,993,72.58,0,Not Given,653000,1,0,0,0
1775,Erode,Tamil Nadu,DEVI.M.,F,SC,26,LJP,1446,16,767466,1010079,25,75.98078962,2251744,2115455,76098,993,72.58,0,Literate,0,1,0,0,0
1776,Kallakurichi,Tamil Nadu,SANKAR ADHI,M,GEN,52,DMK,363601,1,854955,1106352,29,77.2769426,3458873,3174941,133896,987,71.88,0,Graduate Professional,17837266,0,1,1,0
1777,Kallakurichi,Tamil Nadu,DHANARAJU K,M,GEN,52,PMK,254993,2,854955,1106352,29,77.2769426,3458873,3174941,133896,987,71.88,0,Doctorate,12531131,0,0,0,0
1778,Kallakurichi,Tamil Nadu,SUDHISH L K,M,GEN,41,DMDK,132223,3,854955,1106352,29,77.2769426,3458873,3174941,133896,987,71.88,0,Graduate,60313713,0,0,0,0
1779,Kallakurichi,Tamil Nadu,RAMESH S,M,GEN,32,KNMK,17818,4,854955,1106352,29,77.2769426,3458873,3174941,133896,987,71.88,0,Graduate Professional,11212388,0,0,0,0
1780,Kallakurichi,Tamil Nadu,SENTHILKUMAR K,M,SC,35,BSP,6030,10,854955,1106352,29,77.2769426,3458873,3174941,133896,987,71.88,0,12th Pass,351000,0,0,0,0
1781,Kallakurichi,Tamil Nadu,ANANDHADASS C,M,SC,27,LJP,3414,13,854955,1106352,29,77.2769426,3458873,3174941,133896,987,71.88,0,10th Pass,60300,0,0,0,0
1783,Kallakurichi,Tamil Nadu,KESAVAN ANNA,M,SC,63,JMM,1400,22,854955,1106352,29,77.2769426,3458873,3174941,133896,987,71.88,0,12th Pass,2494400,0,0,0,0
1784,Kancheepuram,Tamil Nadu,VISWANATHAN.P,M,SC,44,INC,330237,1,787103,1060188,20,74.24183258,3998252,3537399,173785,986,84.49,0,Graduate,5685495,0,1,0,0
1785,Kancheepuram,Tamil Nadu,RAMAKRISHNAN.DR.E,M,SC,57,ADMK,317134,2,787103,1060188,20,74.24183258,3998252,3537399,173785,986,84.49,0,Doctorate,15599693,0,0,0,0
1786,Kancheepuram,Tamil Nadu,TAMILVENDAN.T,M,SC,39,DMDK,103560,3,787103,1060188,20,74.24183258,3998252,3537399,173785,986,84.49,0,5th Pass,5482353,0,0,3,1
1787,Kancheepuram,Tamil Nadu,UTHRAPATHI.K,M,SC,59,BSP,5663,4,787103,1060188,20,74.24183258,3998252,3537399,173785,986,84.49,0,Post Graduate,706996,0,0,0,0
1789,Kancheepuram,Tamil Nadu,PAKKIRI  AMBADKAR.K.V,M,SC,42,JMM,1615,11,787103,1060188,20,74.24183258,3998252,3537399,173785,986,84.49,0,10th Pass,6735000,0,0,0,0
1790,Kancheepuram,Tamil Nadu,JAWAHARLAL NEHRU.P,M,SC,42,LJP,696,20,787103,1060188,20,74.24183258,3998252,3537399,173785,986,84.49,0,Post Graduate,680000,0,0,0,0
1791,Kanniyakumari,Tamil Nadu,HELEN DAVIDSON  J,F,GEN,37,DMK,320161,1,765663,1178047,22,64.99426593,1870374,909872,78590,1019,91.75,0,Post Graduate,48455728,1,1,0,0
1792,Kanniyakumari,Tamil Nadu,RADHAKRISHNAN P,M,GEN,55,BJP,254474,2,765663,1178047,22,64.99426593,1870374,909872,78590,1019,91.75,0,Graduate Professional,26745496,0,0,0,0
1793,Kanniyakumari,Tamil Nadu,BELLARMIN  AV,M,GEN,55,CPM,85583,3,765663,1178047,22,64.99426593,1870374,909872,78590,1019,91.75,0,Post Graduate,4209424,0,0,0,0
1794,Kanniyakumari,Tamil Nadu,AUSTIN . S,M,GEN,50,DMDK,68472,4,765663,1178047,22,64.99426593,1870374,909872,78590,1019,91.75,0,Post Graduate,5114171,0,0,0,0
1795,Kanniyakumari,Tamil Nadu,SIVAKAMI.P,F,SC,53,BSP,6400,5,765663,1178047,22,64.99426593,1870374,909872,78590,1019,91.75,0,Post Graduate,29531700,1,0,0,0
1796,Kanniyakumari,Tamil Nadu,ARUL THUMILAN .D,M,GEN,31,LJP,2812,10,765663,1178047,22,64.99426593,1870374,909872,78590,1019,91.75,0,Graduate Professional,375000,0,0,0,0
1797,Kanniyakumari,Tamil Nadu,BALASUBRAMONIAN  T,M,GEN,42,ABHM,1698,12,765663,1178047,22,64.99426593,1870374,909872,78590,1019,91.75,0,Graduate,52000,0,0,2,1
1798,Karur,Tamil Nadu,THAMBIDURAI.M,M,GEN,62,ADMK,380542,1,825125,1012924,38,81.45971465,1064493,993666,53292,1015,75.6,0,Doctorate,93750227,0,1,2,1
1800,Karur,Tamil Nadu,RAMANATHAN.R,M,GEN,53,DMDK,51196,3,825125,1012924,38,81.45971465,1064493,993666,53292,1015,75.6,0,12th Pass,49631374,0,0,0,0
1801,Karur,Tamil Nadu,NATARAJAN.R,M,GEN,50,KNMK,14269,4,825125,1012924,38,81.45971465,1064493,993666,53292,1015,75.6,0,Graduate Professional,91816000,0,0,0,0
1802,Karur,Tamil Nadu,DHARMALINGAM.R,M,GEN,33,BSP,5413,7,825125,1012924,38,81.45971465,1064493,993666,53292,1015,75.6,0,12th Pass,695000,0,0,0,0
1803,Karur,Tamil Nadu,PRABAHARAN. P,M,SC,37,LJP,1100,16,825125,1012924,38,81.45971465,1064493,993666,53292,1015,75.6,0,Post Graduate,100000,0,0,0,0
1805,Krishnagiri,Tamil Nadu,SUGAVANAM. E.G.,M,GEN,51,DMK,335977,1,752586,1014758,16,74.16408641,1879809,1723737,115303,958,71.46,1,12th Pass,16974157,0,1,3,0
1807,Krishnagiri,Tamil Nadu,ANBARASAN. D.,M,GEN,43,DMDK,97546,3,752586,1014758,16,74.16408641,1879809,1723737,115303,958,71.46,0,Post Graduate,14957001,0,0,0,0
1808,Krishnagiri,Tamil Nadu,BALAKRISHNAN. G.,M,GEN,52,BJP,20486,4,752586,1014758,16,74.16408641,1879809,1723737,115303,958,71.46,0,Not Given,0,0,0,0,0
1809,Krishnagiri,Tamil Nadu,SELVARAJ. M.,M,GEN,58,KNMK,4044,7,752586,1014758,16,74.16408641,1879809,1723737,115303,958,71.46,0,10th Pass,2554270,0,0,0,0
1810,Krishnagiri,Tamil Nadu,MOORTHY. V.V.,M,SC,31,BSP,2896,10,752586,1014758,16,74.16408641,1879809,1723737,115303,958,71.46,0,Not Given,0,0,0,0,0
1811,Krishnagiri,Tamil Nadu,SAKTHIVEL. B.,M,SC,36,LJP,1633,13,752586,1014758,16,74.16408641,1879809,1723737,115303,958,71.46,0,Not Given,242562,0,0,0,0
1812,Madurai,Tamil Nadu,ALAGIRI M.K,M,GEN,58,DMK,431295,1,792122,1022421,12,77.47513011,3038252,2760502,168881,990,83.45,0,Graduate,193978895,0,1,0,0
1813,Madurai,Tamil Nadu,MOHAN P,M,GEN,59,CPM,290310,2,792122,1022421,12,77.47513011,3038252,2760502,168881,990,83.45,1,Graduate,1476012,0,0,0,0
1814,Madurai,Tamil Nadu,KAVIARASU K,M,GEN,35,DMDK,54419,3,792122,1022421,12,77.47513011,3038252,2760502,168881,990,83.45,0,12th Pass,4951939,0,0,0,0
1815,Madurai,Tamil Nadu,DHARBAR RAJA,M,GEN,47,BSP,3752,5,792122,1022421,12,77.47513011,3038252,2760502,168881,990,83.45,0,5th Pass,1337510,0,0,2,1
1816,Mayiladuthurai,Tamil Nadu,MANIYAN O.S.,M,GEN,53,ADMK,364089,1,799586,1091519,23,73.254428,1616450,1435072,128617,NA,NA,0,12th Pass,8635089,0,1,1,1
1817,Mayiladuthurai,Tamil Nadu,MANI SHANKAR AIYAR,M,GEN,68,INC,327235,2,799586,1091519,23,73.254428,1616450,1435072,128617,NA,NA,1,Post Graduate,72014689,0,0,0,0
1818,Mayiladuthurai,Tamil Nadu,PANDIAN K,M,GEN,37,DMDK,44754,3,799586,1091519,23,73.254428,1616450,1435072,128617,NA,NA,0,Graduate,1626500,0,0,0,0
1819,Mayiladuthurai,Tamil Nadu,ZAWAHIRULLAH DR M.H,M,GEN,49,MAMAK,19814,4,799586,1091519,23,73.254428,1616450,1435072,128617,NA,NA,0,Doctorate,7733152,0,0,1,0
1820,Mayiladuthurai,Tamil Nadu,KARTHIKEYAN S,M,GEN,47,BJP,7486,5,799586,1091519,23,73.254428,1616450,1435072,128617,NA,NA,0,Post Graduate,2300000,0,0,0,0
1821,Mayiladuthurai,Tamil Nadu,SAPTHARISHI L.V,M,GEN,62,BSP,5554,6,799586,1091519,23,73.254428,1616450,1435072,128617,NA,NA,0,Graduate,43936300,0,0,0,0
1823,Mayiladuthurai,Tamil Nadu,GUNASEKARAN N,M,SC,47,CPI(ML)(L),2262,12,799586,1091519,23,73.254428,1616450,1435072,128617,NA,NA,0,Not Given,0,0,0,0,0
1824,Nagapattinam,Tamil Nadu,VIJAYAN A K S,M,SC,47,DMK,369915,1,763410,982352,7,77.71246966,1616450,1435072,128617,1025,83.59,1,12th Pass,7205000,0,1,0,0
1825,Nagapattinam,Tamil Nadu,SELVARAJ M,M,SC,51,CPI,321953,2,763410,982352,7,77.71246966,1616450,1435072,128617,1025,83.59,0,Graduate,1933107,0,0,0,0
1826,Nagapattinam,Tamil Nadu,MUTHUKUMAR M,M,SC,36,DMDK,51376,3,763410,982352,7,77.71246966,1616450,1435072,128617,1025,83.59,0,10th Pass,1001000,0,0,1,0
1827,Nagapattinam,Tamil Nadu,VEERAMUTHU G,M,SC,36,BSP,5123,5,763410,982352,7,77.71246966,1616450,1435072,128617,1025,83.59,0,Not Given,0,0,0,0,0
1828,Namakkal,Tamil Nadu,GANDHISELVAN.S,M,GEN,45,DMK,371476,1,846414,1075526,25,78.69767909,1726601,1673652,32483,986,74.63,0,Post Graduate,4070482,0,1,2,0
1829,Namakkal,Tamil Nadu,VAIRAM TAMILARASI.V,F,GEN,52,ADMK,269045,2,846414,1075526,25,78.69767909,1726601,1673652,32483,986,74.63,0,Post Graduate,4969895,1,0,0,0
1830,Namakkal,Tamil Nadu,MAHESWARAN.N,M,GEN,30,DMDK,79420,3,846414,1075526,25,78.69767909,1726601,1673652,32483,986,74.63,0,Graduate Professional,9199000,0,0,0,0
1831,Namakkal,Tamil Nadu,DEVARASAN.R,M,GEN,68,KNMK,52433,4,846414,1075526,25,78.69767909,1726601,1673652,32483,986,74.63,0,Not Given,99123941,0,0,0,0
1832,Namakkal,Tamil Nadu,SURESH GANDHI.K,M,GEN,26,BJP,7939,6,846414,1075526,25,78.69767909,1726601,1673652,32483,986,74.63,0,Others,661000,0,0,0,0
1833,Namakkal,Tamil Nadu,LINGAPPAN.V,M,GEN,62,UMK,6907,7,846414,1075526,25,78.69767909,1726601,1673652,32483,986,74.63,0,8th Pass,1660000,0,0,0,0
1834,Namakkal,Tamil Nadu,HARIGARA SIVAM.T.A,M,SC,34,BSP,3487,9,846414,1075526,25,78.69767909,1726601,1673652,32483,986,74.63,0,Others,268000,0,0,2,0
1835,Namakkal,Tamil Nadu,SELVARAJ.K,M,GEN,30,SP,1239,20,846414,1075526,25,78.69767909,1726601,1673652,32483,986,74.63,0,12th Pass,0,0,0,0,0
1836,Nilgiris,Tamil Nadu,RAJA A,M,SC,45,DMK,316802,1,710186,1003168,14,70.79432358,735394,569477,78452,1042,85.2,0,Graduate Professional,14251669,0,1,0,0
1837,Nilgiris,Tamil Nadu,KRISHNAN C,M,SC,72,MDMK,230781,2,710186,1003168,14,70.79432358,735394,569477,78452,1042,85.2,0,Graduate Professional,6358792,0,0,0,0
1838,Nilgiris,Tamil Nadu,SELVARAJ S,M,SC,46,DMDK,76613,3,710186,1003168,14,70.79432358,735394,569477,78452,1042,85.2,0,8th Pass,19232000,0,0,0,0
1839,Nilgiris,Tamil Nadu,BHADIRAN S,M,SC,40,KNMK,32776,4,710186,1003168,14,70.79432358,735394,569477,78452,1042,85.2,0,10th Pass,185000,0,0,0,0
1840,Nilgiris,Tamil Nadu,GURUMURTHY S,M,SC,29,BJP,18690,5,710186,1003168,14,70.79432358,735394,569477,78452,1042,85.2,0,12th Pass,2235500,0,0,3,1
1841,Nilgiris,Tamil Nadu,KRISHNAN M,M,SC,57,BSP,3600,8,710186,1003168,14,70.79432358,735394,569477,78452,1042,85.2,0,Post Graduate,190000,0,0,0,0
1842,Nilgiris,Tamil Nadu,VIJAYARAJ M,M,SC,35,RPI(A),1355,10,710186,1003168,14,70.79432358,735394,569477,78452,1042,85.2,0,10th Pass,0,0,0,0,0
1843,Perambalur,Tamil Nadu,"NAPOLEON,D.",M,GEN,46,DMK,398742,1,832427,1049033,21,79.35184117,565223,521658,32702,1003,74.32,1,Graduate,191419973,0,1,0,0
1844,Perambalur,Tamil Nadu,"BALASUBRAMANIAN,K.K.",M,GEN,58,ADMK,321138,2,832427,1049033,21,79.35184117,565223,521658,32702,1003,74.32,0,8th Pass,3993500,0,0,0,0
1845,Perambalur,Tamil Nadu,"KAMARAJ, DURAI.",M,GEN,35,DMDK,74317,3,832427,1049033,21,79.35184117,565223,521658,32702,1003,74.32,0,12th Pass,2421588,0,0,0,0
1846,Perambalur,Tamil Nadu,"SELVARAJ,G.",M,SC,47,BSP,5014,4,832427,1049033,21,79.35184117,565223,521658,32702,1003,74.32,0,Graduate,3906000,0,0,0,0
1848,Perambalur,Tamil Nadu,"SRINIVASAN, V.",M,GEN,65,MMKA,986,15,832427,1049033,21,79.35184117,565223,521658,32702,1003,74.32,0,Post Graduate,2946000,0,0,0,0
1849,Perambalur,Tamil Nadu,"SUNDARAVIJAYAN, R.",M,GEN,35,SP,930,17,832427,1049033,21,79.35184117,565223,521658,32702,1003,74.32,0,Graduate,50000,0,0,0,0
1850,Perambalur,Tamil Nadu,"STALIN, R.",M,SC,38,LJP,718,20,832427,1049033,21,79.35184117,565223,521658,32702,1003,74.32,0,Graduate,481256,0,0,0,0
1851,Perambalur,Tamil Nadu,"SENTHIL KUMAR, N.",M,SC,31,RKSP,716,21,832427,1049033,21,79.35184117,565223,521658,32702,1003,74.32,0,10th Pass,1750,0,0,0,0
1852,Pollachi,Tamil Nadu,SUGUMAR.K,M,GEN,48,ADMK,305935,1,771831,1017811,22,75.83244826,3458045,3044145,211035,1000,83.98,0,Graduate,21320000,0,1,0,0
1853,Pollachi,Tamil Nadu,SHANMUGASUNDARAM.K,M,GEN,38,DMK,259910,2,771831,1017811,22,75.83244826,3458045,3044145,211035,1000,83.98,0,12th Pass,6501000,0,0,0,0
1854,Pollachi,Tamil Nadu,BEST S.RAMASAMY,M,GEN,63,KNMK,103004,3,771831,1017811,22,75.83244826,3458045,3044145,211035,1000,83.98,0,Graduate,661532601,0,0,0,0
1855,Pollachi,Tamil Nadu,THANGAVEL.K.P,M,GEN,47,DMDK,38824,4,771831,1017811,22,75.83244826,3458045,3044145,211035,1000,83.98,0,12th Pass,22391064,0,0,0,0
1856,Pollachi,Tamil Nadu,BABA RAMESH.V.S,M,GEN,43,BJP,16815,5,771831,1017811,22,75.83244826,3458045,3044145,211035,1000,83.98,0,Graduate,17151788,0,0,0,0
1857,Pollachi,Tamil Nadu,UMMAR.E,M,GEN,47,MAMAK,13933,6,771831,1017811,22,75.83244826,3458045,3044145,211035,1000,83.98,0,5th Pass,4262000,0,0,0,0
