"","PC.name","State.name","Candidate.Name","Candidate.Sex","Candidate.Category","Candidate.Age","Party.Abbreviation","Total.Votes.Polled","Position","Total.voters","Total_Electors","TOT_CONTESTANT","POLL.PERCENTAGE","Total.Persons","Total.HinduPersons","Total.Muslim.Persons","Sex Ratio (per 1000)","Average Literacy","INCUMBENT_PARTY"
"328","Bijnor","Uttar Pradesh","SURENDRA SINGH","M","SC",49,"IJP",1011,18,708109,1287070,23,55.01713194,3682713,2032081,1585210,"917","68.48%","RLD"
"329","Bijnor","Uttar Pradesh","SALESH KUMAR ALIAS SADHAWI SARLESH GIRI","F","GEN",41,"MKUP",954,19,708109,1287070,23,55.01713194,3682713,2032081,1585210,"917","68.48%","RLD"
"330","Bijnor","Uttar Pradesh","RAM GIRI","M","GEN",62,"IND",869,20,708109,1287070,23,55.01713194,3682713,2032081,1585210,"917","68.48%","RLD"
"331","Bijnor","Uttar Pradesh","ABDUL BASIT","M","GEN",64,"KKJHS",807,21,708109,1287070,23,55.01713194,3682713,2032081,1585210,"917","68.48%","RLD"
"332","Bijnor","Uttar Pradesh","PARAS RAM","M","GEN",46,"VAJP",776,22,708109,1287070,23,55.01713194,3682713,2032081,1585210,"917","68.48%","RLD"
"333","Bijnor","Uttar Pradesh","SHIVA CHARAN","M","SC",71,"IND",677,23,708109,1287070,23,55.01713194,3682713,2032081,1585210,"917","68.48%","RLD"
"334","Bulandshahr","Uttar Pradesh","KAMLESH","M","SC",43,"SP",236257,1,668483,1482749,16,45.08402973,3499171,2707195,777407,"896","68.88%","BJP"
"335","Bulandshahr","Uttar Pradesh","ASHOK KUMAR PRADHAN","M","SC",53,"BJP",170192,2,668483,1482749,16,45.08402973,3499171,2707195,777407,"896","68.88%","BJP"
"336","Bulandshahr","Uttar Pradesh","RAJ KUMAR GAUTAM","M","SC",36,"BSP",142186,3,668483,1482749,16,45.08402973,3499171,2707195,777407,"896","68.88%","BJP"
"337","Bulandshahr","Uttar Pradesh","DEVI DAYAL","M","SC",66,"INC",100065,4,668483,1482749,16,45.08402973,3499171,2707195,777407,"896","68.88%","BJP"
"338","Bulandshahr","Uttar Pradesh","SOHAN PAL","M","SC",45,"NLHP",4181,5,668483,1482749,16,45.08402973,3499171,2707195,777407,"896","68.88%","BJP"
"339","Bulandshahr","Uttar Pradesh","PRAVEEN","M","SC",32,"IND",4162,6,668483,1482749,16,45.08402973,3499171,2707195,777407,"896","68.88%","BJP"
"340","Bulandshahr","Uttar Pradesh","KAMLESH","F","SC",39,"IND",3068,7,668483,1482749,16,45.08402973,3499171,2707195,777407,"896","68.88%","BJP"
"341","Bulandshahr","Uttar Pradesh","SURAJMUKHI GAUTAM","F","SC",38,"UNLP",2201,8,668483,1482749,16,45.08402973,3499171,2707195,777407,"896","68.88%","BJP"
"342","Bulandshahr","Uttar Pradesh","KARAN SINGH BHOOCHAL","M","SC",56,"RMEP",1447,9,668483,1482749,16,45.08402973,3499171,2707195,777407,"896","68.88%","BJP"
"343","Bulandshahr","Uttar Pradesh","KANTI","F","SC",54,"ABRS",798,10,668483,1482749,16,45.08402973,3499171,2707195,777407,"896","68.88%","BJP"
"344","Bulandshahr","Uttar Pradesh","RAGHURAJ SINGH","M","SC",45,"RTKP",796,11,668483,1482749,16,45.08402973,3499171,2707195,777407,"896","68.88%","BJP"
"345","Bulandshahr","Uttar Pradesh","SUSHILA SINGH","F","SC",60,"RDMP",744,12,668483,1482749,16,45.08402973,3499171,2707195,777407,"896","68.88%","BJP"
"346","Bulandshahr","Uttar Pradesh","JAY BHAGWAN","M","SC",35,"NBNP",649,13,668483,1482749,16,45.08402973,3499171,2707195,777407,"896","68.88%","BJP"
"347","Bulandshahr","Uttar Pradesh","BALRAM","M","SC",43,"ABHM",614,14,668483,1482749,16,45.08402973,3499171,2707195,777407,"896","68.88%","BJP"
"348","Bulandshahr","Uttar Pradesh","SUDHA SINGH","F","SC",37,"RPI",581,15,668483,1482749,16,45.08402973,3499171,2707195,777407,"896","68.88%","BJP"
"349","Bulandshahr","Uttar Pradesh","RAJO","F","SC",31,"NELU",506,16,668483,1482749,16,45.08402973,3499171,2707195,777407,"896","68.88%","BJP"
"350","Chandauli","Uttar Pradesh","RAMKISHUN","M","GEN",49,"SP",180114,1,671208,1446259,18,46.40994455,1952756,1727869,215081,"918","71.48%","BSP"
"351","Chandauli","Uttar Pradesh","KAILASH NATH SINGH YADAV","M","GEN",46,"BSP",179655,2,671208,1446259,18,46.40994455,1952756,1727869,215081,"918","71.48%","BSP"
"352","Chandauli","Uttar Pradesh","SHAILENDRA KUMAR","M","GEN",40,"INC",97377,3,671208,1446259,18,46.40994455,1952756,1727869,215081,"918","71.48%","BSP"
"353","Chandauli","Uttar Pradesh","TULASI","M","GEN",42,"SBSP",79676,4,671208,1446259,18,46.40994455,1952756,1727869,215081,"918","71.48%","BSP"
"354","Chandauli","Uttar Pradesh","JAWAHAR LAL JAISAWAL","M","GEN",51,"BJP",76096,5,671208,1446259,18,46.40994455,1952756,1727869,215081,"918","71.48%","BSP"
"355","Chandauli","Uttar Pradesh","JAWAHIR","M","GEN",48,"PMSP",21633,6,671208,1446259,18,46.40994455,1952756,1727869,215081,"918","71.48%","BSP"
"356","Chandauli","Uttar Pradesh","MUNNI LAL","M","GEN",66,"IND",8643,7,671208,1446259,18,46.40994455,1952756,1727869,215081,"918","71.48%","BSP"
"357","Chandauli","Uttar Pradesh","SURAFARAJ AHMAD","M","GEN",29,"IND",4410,8,671208,1446259,18,46.40994455,1952756,1727869,215081,"918","71.48%","BSP"
"358","Chandauli","Uttar Pradesh","JOKHU","M","GEN",45,"PDFO",3673,9,671208,1446259,18,46.40994455,1952756,1727869,215081,"918","71.48%","BSP"
"359","Chandauli","Uttar Pradesh","SURENDRA PRATAP","M","GEN",36,"JBSP",3366,10,671208,1446259,18,46.40994455,1952756,1727869,215081,"918","71.48%","BSP"
"360","Chandauli","Uttar Pradesh","HARI LAL","M","SC",52,"IND",3143,11,671208,1446259,18,46.40994455,1952756,1727869,215081,"918","71.48%","BSP"
"361","Chandauli","Uttar Pradesh","CHANDRASHEKHAR","M","SC",34,"RPI",2699,12,671208,1446259,18,46.40994455,1952756,1727869,215081,"918","71.48%","BSP"
"362","Chandauli","Uttar Pradesh","DEVAROO","M","SC",40,"IND",2108,13,671208,1446259,18,46.40994455,1952756,1727869,215081,"918","71.48%","BSP"
"363","Chandauli","Uttar Pradesh","LALLAN","M","SC",49,"IJP",1934,14,671208,1446259,18,46.40994455,1952756,1727869,215081,"918","71.48%","BSP"
"364","Chandauli","Uttar Pradesh","RAMSEWAK YADAV","M","GEN",46,"RLP",1866,15,671208,1446259,18,46.40994455,1952756,1727869,215081,"918","71.48%","BSP"
"365","Chandauli","Uttar Pradesh","RAMAWATAR SHARMA ADVOCATE","M","GEN",38,"MADP",1764,16,671208,1446259,18,46.40994455,1952756,1727869,215081,"918","71.48%","BSP"
"366","Chandauli","Uttar Pradesh","RAJNATH","M","SC",35,"BRPP",1693,17,671208,1446259,18,46.40994455,1952756,1727869,215081,"918","71.48%","BSP"
"367","Chandauli","Uttar Pradesh","RAJESH SINGH","M","GEN",27,"KKJHS",1041,18,671208,1446259,18,46.40994455,1952756,1727869,215081,"918","71.48%","BSP"
"368","Deoria","Uttar Pradesh","GORAKH PRASAD JAISWAL","M","GEN",72,"BSP",219889,1,717632,1580745,12,45.39834066,3100946,2730957,358539,"1017","71.13%","SP"
"369","Deoria","Uttar Pradesh","SHRI PRAKASH MANI TRIPATHI","M","GEN",64,"BJP",178110,2,717632,1580745,12,45.39834066,3100946,2730957,358539,"1017","71.13%","SP"
"370","Deoria","Uttar Pradesh","MOHAN SINGH","M","GEN",58,"SP",151389,3,717632,1580745,12,45.39834066,3100946,2730957,358539,"1017","71.13%","SP"
"371","Deoria","Uttar Pradesh","BALESHWAR YADAV","M","GEN",55,"INC",91488,4,717632,1580745,12,45.39834066,3100946,2730957,358539,"1017","71.13%","SP"
"372","Deoria","Uttar Pradesh","SAFAYAT ALI","M","GEN",51,"PECP",28841,5,717632,1580745,12,45.39834066,3100946,2730957,358539,"1017","71.13%","SP"
"373","Deoria","Uttar Pradesh","VIJAY  JUAATHA","M","GEN",42,"IND",14368,6,717632,1580745,12,45.39834066,3100946,2730957,358539,"1017","71.13%","SP"
"374","Deoria","Uttar Pradesh","DHARMENDRA KUMAR","M","SC",33,"SBSP",7992,7,717632,1580745,12,45.39834066,3100946,2730957,358539,"1017","71.13%","SP"
"375","Deoria","Uttar Pradesh","MOTI LAL KUSHWAHA SHASTRI","M","GEN",59,"RSMD",6846,8,717632,1580745,12,45.39834066,3100946,2730957,358539,"1017","71.13%","SP"
"376","Deoria","Uttar Pradesh","GANGA PRASAD KUSHWAHA","M","GEN",70,"PRBD",5293,9,717632,1580745,12,45.39834066,3100946,2730957,358539,"1017","71.13%","SP"
"377","Deoria","Uttar Pradesh","SARITA","F","SC",27,"ASP",4882,10,717632,1580745,12,45.39834066,3100946,2730957,358539,"1017","71.13%","SP"
"378","Deoria","Uttar Pradesh","RAM KISHOR YADAV ALIAS VIDHAYAK","M","GEN",51,"IND",3749,11,717632,1580745,12,45.39834066,3100946,2730957,358539,"1017","71.13%","SP"
"379","Deoria","Uttar Pradesh","JAGDISH KUMAR VERMA","M","GEN",36,"LPSP",2676,12,717632,1580745,12,45.39834066,3100946,2730957,358539,"1017","71.13%","SP"
"380","Dhaurahra","Uttar Pradesh","KUNWAR JITIN PRASAD","M","GEN",36,"INC",391391,1,759610,1269584,12,59.83140934,4021243,3078262,807600,"894","60.56%",NA
"381","Dhaurahra","Uttar Pradesh","RAJESH KUMAR SINGH ALIAS RAJESH VERMA","M","GEN",49,"BSP",206882,2,759610,1269584,12,59.83140934,4021243,3078262,807600,"894","60.56%",NA
"382","Dhaurahra","Uttar Pradesh","OM PRAKASH","M","GEN",60,"SP",102898,3,759610,1269584,12,59.83140934,4021243,3078262,807600,"894","60.56%",NA
"383","Dhaurahra","Uttar Pradesh","RAGHVENDRA SINGH","M","GEN",58,"BJP",25407,4,759610,1269584,12,59.83140934,4021243,3078262,807600,"894","60.56%",NA
"384","Dhaurahra","Uttar Pradesh","RAM SINGH","M","GEN",34,"IND",13167,5,759610,1269584,12,59.83140934,4021243,3078262,807600,"894","60.56%",NA
"385","Dhaurahra","Uttar Pradesh","ARJUN LAL","M","SC",45,"CPI(ML)(L)",4891,6,759610,1269584,12,59.83140934,4021243,3078262,807600,"894","60.56%",NA
"386","Dhaurahra","Uttar Pradesh","MANOJ","M","GEN",34,"IND",4108,7,759610,1269584,12,59.83140934,4021243,3078262,807600,"894","60.56%",NA
"387","Dhaurahra","Uttar Pradesh","RAJESH","M","GEN",44,"NCP",3289,8,759610,1269584,12,59.83140934,4021243,3078262,807600,"894","60.56%",NA
"388","Dhaurahra","Uttar Pradesh","SUSHILA","F","GEN",47,"AD",2358,9,759610,1269584,12,59.83140934,4021243,3078262,807600,"894","60.56%",NA
"389","Dhaurahra","Uttar Pradesh","SWAMI DAYAL GAUR","M","GEN",53,"RTKP",2180,10,759610,1269584,12,59.83140934,4021243,3078262,807600,"894","60.56%",NA
"390","Dhaurahra","Uttar Pradesh","NARENDRA PRASAD","M","GEN",36,"IND",1681,11,759610,1269584,12,59.83140934,4021243,3078262,807600,"894","60.56%",NA
"391","Dhaurahra","Uttar Pradesh","KAPIL KUMAR","M","GEN",35,"IND",1280,12,759610,1269584,12,59.83140934,4021243,3078262,807600,"894","60.56%",NA
"392","Domariyaganj","Uttar Pradesh","JAGDAMBIKA PAL","M","GEN",59,"INC",229872,1,738083,1499679,16,49.21606557,2464464,2082976,364510,"963","67.22%","BSP"
"393","Domariyaganj","Uttar Pradesh","JAI PRATAP SINGH","M","GEN",55,"BJP",153306,2,738083,1499679,16,49.21606557,2464464,2082976,364510,"963","67.22%","BSP"
"394","Domariyaganj","Uttar Pradesh","MOHD. MUQUEEM","M","GEN",59,"BSP",151787,3,738083,1499679,16,49.21606557,2464464,2082976,364510,"963","67.22%","BSP"
"395","Domariyaganj","Uttar Pradesh","INAMULLAH CHAUDHARY","M","GEN",66,"PECP",79820,4,738083,1499679,16,49.21606557,2464464,2082976,364510,"963","67.22%","BSP"
"396","Domariyaganj","Uttar Pradesh","MATA PRASAD PANDEY","M","GEN",72,"SP",60186,5,738083,1499679,16,49.21606557,2464464,2082976,364510,"963","67.22%","BSP"
"397","Domariyaganj","Uttar Pradesh","SIRAJ AHAMAD","M","GEN",26,"IND",12769,6,738083,1499679,16,49.21606557,2464464,2082976,364510,"963","67.22%","BSP"
"398","Domariyaganj","Uttar Pradesh","MUKHDEV","M","GEN",41,"SBSP",9851,7,738083,1499679,16,49.21606557,2464464,2082976,364510,"963","67.22%","BSP"
"399","Domariyaganj","Uttar Pradesh","PINGAL PRASAD","M","SC",41,"RPI",6136,8,738083,1499679,16,49.21606557,2464464,2082976,364510,"963","67.22%","BSP"
"400","Domariyaganj","Uttar Pradesh","RAM KRIPAL","M","GEN",58,"IND",5949,9,738083,1499679,16,49.21606557,2464464,2082976,364510,"963","67.22%","BSP"
"401","Domariyaganj","Uttar Pradesh","MOTILAL VIDHYARTHI","M","SC",59,"IND",4670,10,738083,1499679,16,49.21606557,2464464,2082976,364510,"963","67.22%","BSP"
"402","Domariyaganj","Uttar Pradesh","RAM SAMUJH","M","GEN",41,"BJBCD",4307,11,738083,1499679,16,49.21606557,2464464,2082976,364510,"963","67.22%","BSP"
"403","Domariyaganj","Uttar Pradesh","RAHUL SANGH PRIYA BHARTI","M","SC",36,"IJP",4050,12,738083,1499679,16,49.21606557,2464464,2082976,364510,"963","67.22%","BSP"
"404","Domariyaganj","Uttar Pradesh","RAJDEV","M","GEN",35,"BEP",3512,13,738083,1499679,16,49.21606557,2464464,2082976,364510,"963","67.22%","BSP"
"405","Domariyaganj","Uttar Pradesh","HARISHANKAR","M","GEN",45,"LJP",3508,14,738083,1499679,16,49.21606557,2464464,2082976,364510,"963","67.22%","BSP"
"406","Domariyaganj","Uttar Pradesh","BALKRISHNA","M","GEN",39,"BSP(K)",3132,15,738083,1499679,16,49.21606557,2464464,2082976,364510,"963","67.22%","BSP"
"407","Domariyaganj","Uttar Pradesh","JITENDRA PRATAP SINGH","M","GEN",46,"RDMP",3024,16,738083,1499679,16,49.21606557,2464464,2082976,364510,"963","67.22%","BSP"
"408","Etah","Uttar Pradesh","KALYAN SINGH R O MADHOLI","M","GEN",78,"IND",275717,1,568344,1278295,19,44.46109857,1774480,1611126,146346,"873","70.81%","SP"
"409","Etah","Uttar Pradesh","KUNWAR DEVENDRA SINGH YADAV","M","GEN",60,"BSP",147449,2,568344,1278295,19,44.46109857,1774480,1611126,146346,"873","70.81%","SP"
"410","Etah","Uttar Pradesh","DR.SHYAM SINGH SHAKYA","M","GEN",49,"BJP",88562,3,568344,1278295,19,44.46109857,1774480,1611126,146346,"873","70.81%","SP"
"411","Etah","Uttar Pradesh","DR. MAHADEEPAK SINGH SHAKYA","M","GEN",84,"INC",25048,4,568344,1278295,19,44.46109857,1774480,1611126,146346,"873","70.81%","SP"
"412","Etah","Uttar Pradesh","MUNAWAR HUSSAIN","M","GEN",55,"NLHP",7227,5,568344,1278295,19,44.46109857,1774480,1611126,146346,"873","70.81%","SP"
"413","Etah","Uttar Pradesh","RAJESH","M","GEN",34,"IND",3934,6,568344,1278295,19,44.46109857,1774480,1611126,146346,"873","70.81%","SP"
"414","Etah","Uttar Pradesh","SATENDRA KUMAR","M","GEN",50,"IND",2603,7,568344,1278295,19,44.46109857,1774480,1611126,146346,"873","70.81%","SP"
"415","Etah","Uttar Pradesh","RAJVEER SINGH","M","GEN",46,"VAJP",2454,8,568344,1278295,19,44.46109857,1774480,1611126,146346,"873","70.81%","SP"
"416","Etah","Uttar Pradesh","SANDEEP","M","SC",48,"RPI(A)",2335,9,568344,1278295,19,44.46109857,1774480,1611126,146346,"873","70.81%","SP"
"417","Etah","Uttar Pradesh","HARISHCHANDRA","M","GEN",61,"IND",1860,10,568344,1278295,19,44.46109857,1774480,1611126,146346,"873","70.81%","SP"
"418","Etah","Uttar Pradesh","KALYAN SINGH R O NAGLA KHUSHALI","M","GEN",69,"IND",1662,11,568344,1278295,19,44.46109857,1774480,1611126,146346,"873","70.81%","SP"
"419","Etah","Uttar Pradesh","INDRAPAL","M","GEN",46,"RSUPRP",1532,12,568344,1278295,19,44.46109857,1774480,1611126,146346,"873","70.81%","SP"
"420","Etah","Uttar Pradesh","PUSHPA UPADHYAY","F","GEN",57,"IND",1490,13,568344,1278295,19,44.46109857,1774480,1611126,146346,"873","70.81%","SP"
"421","Etah","Uttar Pradesh","SHABBIR","M","GEN",50,"NELU",1095,14,568344,1278295,19,44.46109857,1774480,1611126,146346,"873","70.81%","SP"
"422","Etah","Uttar Pradesh","RAJENDRA","M","GEN",46,"IND",1067,15,568344,1278295,19,44.46109857,1774480,1611126,146346,"873","70.81%","SP"
"423","Etah","Uttar Pradesh","RISHIPAL","M","GEN",46,"BRPP",1051,16,568344,1278295,19,44.46109857,1774480,1611126,146346,"873","70.81%","SP"
"424","Etah","Uttar Pradesh","PREETY MISHRA","F","GEN",26,"IND",956,17,568344,1278295,19,44.46109857,1774480,1611126,146346,"873","70.81%","SP"
"425","Etah","Uttar Pradesh","SAKIR ALI","M","GEN",59,"IND",945,18,568344,1278295,19,44.46109857,1774480,1611126,146346,"873","70.81%","SP"
"426","Etah","Uttar Pradesh","KALIYAN SINGH","M","GEN",54,"IND",738,19,568344,1278295,19,44.46109857,1774480,1611126,146346,"873","70.81%","SP"
"427","Etawah","Uttar Pradesh","PREMDAS","M","SC",49,"SP",278776,1,638131,1416867,13,45.03817225,1581810,1457892,113961,"870","78.41%","SP"
"428","Etawah","Uttar Pradesh","GAURISHANKER","M","SC",63,"BSP",232030,2,638131,1416867,13,45.03817225,1581810,1457892,113961,"870","78.41%","SP"
"429","Etawah","Uttar Pradesh","KAMLESH VERMA","F","SC",40,"BJP",105652,3,638131,1416867,13,45.03817225,1581810,1457892,113961,"870","78.41%","SP"
"430","Etawah","Uttar Pradesh","SHIV RAM DOHRE","M","SC",68,"MD",5829,4,638131,1416867,13,45.03817225,1581810,1457892,113961,"870","78.41%","SP"
"431","Etawah","Uttar Pradesh","SATYA PRIYA MANAV","M","SC",64,"IND",4246,5,638131,1416867,13,45.03817225,1581810,1457892,113961,"870","78.41%","SP"
"432","Etawah","Uttar Pradesh","ANVER SINGH","M","SC",44,"IND",3547,6,638131,1416867,13,45.03817225,1581810,1457892,113961,"870","78.41%","SP"
"433","Etawah","Uttar Pradesh","SHARMILA","F","SC",43,"IND",2009,7,638131,1416867,13,45.03817225,1581810,1457892,113961,"870","78.41%","SP"
"434","Etawah","Uttar Pradesh","RAMNARESH","M","SC",35,"IND",1597,8,638131,1416867,13,45.03817225,1581810,1457892,113961,"870","78.41%","SP"
"435","Etawah","Uttar Pradesh","SIYARAM","M","SC",55,"RBCP",954,9,638131,1416867,13,45.03817225,1581810,1457892,113961,"870","78.41%","SP"
"436","Etawah","Uttar Pradesh","SANT KUMAR DOHRE","M","SC",28,"LD",939,10,638131,1416867,13,45.03817225,1581810,1457892,113961,"870","78.41%","SP"
"437","Etawah","Uttar Pradesh","GIREESH BHARTIYA","M","SC",38,"IND",811,11,638131,1416867,13,45.03817225,1581810,1457892,113961,"870","78.41%","SP"
"438","Etawah","Uttar Pradesh","K.P.D. SHYAMDAS","M","SC",42,"IND",791,12,638131,1416867,13,45.03817225,1581810,1457892,113961,"870","78.41%","SP"
"439","Etawah","Uttar Pradesh","JAISHANKAR","M","SC",56,"IND",739,13,638131,1416867,13,45.03817225,1581810,1457892,113961,"870","78.41%","SP"
"440","Faizabad","Uttar Pradesh","NIRMAL KHATRI","M","GEN",58,"INC",211543,1,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"441","Faizabad","Uttar Pradesh","MITRASEN","M","GEN",76,"SP",157315,2,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"442","Faizabad","Uttar Pradesh","LALLU SINGH","M","GEN",54,"BJP",151558,3,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"443","Faizabad","Uttar Pradesh","BIMLENDRA MOHAN PRATAP MISRA ""PAPPU BHAIYA""","M","GEN",48,"BSP",135709,4,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"444","Faizabad","Uttar Pradesh","NUSRAT QUDDUSI ALIAS BABLOO","M","GEN",41,"PECP",24893,5,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"445","Faizabad","Uttar Pradesh","ATAURR RAHMAN ANSARI","M","GEN",52,"IND",13648,6,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"446","Faizabad","Uttar Pradesh","GULAM SABIR","M","GEN",42,"NBNP",7522,7,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"447","Faizabad","Uttar Pradesh","AMARNATH VERMA","M","GEN",36,"IND",5644,8,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"448","Faizabad","Uttar Pradesh","SUSHIL KUMAR","M","GEN",45,"BLKD",5197,9,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"449","Faizabad","Uttar Pradesh","RAMESH KUMAR RAWAT","M","SC",42,"MADP",4149,10,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"450","Faizabad","Uttar Pradesh","GIRISH CHANDRA VERMA","M","GEN",32,"AD",3837,11,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"451","Faizabad","Uttar Pradesh","SIYARAM KORI","M","SC",50,"IND",3478,12,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"452","Faizabad","Uttar Pradesh","DINA NATH PANDEY","M","GEN",35,"IND",3402,13,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"453","Faizabad","Uttar Pradesh","SAIYYAD MUSHEER AHMED","M","GEN",55,"AP",3209,14,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"454","Faizabad","Uttar Pradesh","AJAY KUMAR","M","GEN",25,"KKJHS",3049,15,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"455","Faizabad","Uttar Pradesh","MANISH KUMAR PANDEY","M","GEN",35,"ABHM",2995,16,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"456","Faizabad","Uttar Pradesh","NASREEN BANO","F","GEN",38,"IND",2646,17,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"457","Faizabad","Uttar Pradesh","BALAK RAM ALIAS SHIV BALAK PASI","M","SC",34,"IND",2206,18,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"458","Faizabad","Uttar Pradesh","CHANDRASHEKHAR SINGH","M","GEN",36,"BPD",2077,19,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"459","Faizabad","Uttar Pradesh","ATUL KUMAR PANDEY","M","GEN",39,"THPI",1553,20,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"460","Faizabad","Uttar Pradesh","AMAR NATH JAISWAL","M","GEN",44,"RTKP",1295,21,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"461","Faizabad","Uttar Pradesh","SWAMI NATH","M","GEN",29,"IND",1214,22,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"462","Faizabad","Uttar Pradesh","RAM DHIRAJ","M","SC",46,"IND",1029,23,749172,1500160,23,49.93947312,2470996,2094271,365806,"962","68.73%","BSP"
"463","Farrukhabad","Uttar Pradesh","SALMAN KHURSHEED","M","GEN",56,"INC",169351,1,612451,1306214,16,46.88749317,1885204,1596278,276846,"874","69.04%","SP"
"464","Farrukhabad","Uttar Pradesh","NARESH CHANDRA AGRAWAL","M","GEN",56,"BSP",142152,2,612451,1306214,16,46.88749317,1885204,1596278,276846,"874","69.04%","SP"
"465","Farrukhabad","Uttar Pradesh","CHANDRA BHUSHAN SINGH URF MUNNU BABU","M","GEN",65,"SP",127347,3,612451,1306214,16,46.88749317,1885204,1596278,276846,"874","69.04%","SP"
"466","Farrukhabad","Uttar Pradesh","MITHLESH KUMARI","F","GEN",54,"BJP",117951,4,612451,1306214,16,46.88749317,1885204,1596278,276846,"874","69.04%","SP"
"467","Farrukhabad","Uttar Pradesh","SWAMI SACHIDANAND HARI SAKSHI","M","GEN",53,"RTKP",30855,5,612451,1306214,16,46.88749317,1885204,1596278,276846,"874","69.04%","SP"
"468","Farrukhabad","Uttar Pradesh","SURESH CHANDRA SARASWAT URF ELAICHI WALA","M","GEN",50,"IND",4201,6,612451,1306214,16,46.88749317,1885204,1596278,276846,"874","69.04%","SP"
"469","Farrukhabad","Uttar Pradesh","RISHIDUTT","M","GEN",36,"ABHM",3925,7,612451,1306214,16,46.88749317,1885204,1596278,276846,"874","69.04%","SP"
"470","Farrukhabad","Uttar Pradesh","VEENA KUREEL","F","SC",54,"IND",2752,8,612451,1306214,16,46.88749317,1885204,1596278,276846,"874","69.04%","SP"
"471","Farrukhabad","Uttar Pradesh","OM BABU","M","GEN",57,"JPS",2630,9,612451,1306214,16,46.88749317,1885204,1596278,276846,"874","69.04%","SP"
"472","Farrukhabad","Uttar Pradesh","SUBODH GANGWAR","M","GEN",40,"AD",1846,10,612451,1306214,16,46.88749317,1885204,1596278,276846,"874","69.04%","SP"
"473","Farrukhabad","Uttar Pradesh","VINOD KUMAR","M","GEN",55,"IND",1830,11,612451,1306214,16,46.88749317,1885204,1596278,276846,"874","69.04%","SP"
"474","Farrukhabad","Uttar Pradesh","RAMSHARAN","M","GEN",62,"BNRP",1464,12,612451,1306214,16,46.88749317,1885204,1596278,276846,"874","69.04%","SP"
"475","Farrukhabad","Uttar Pradesh","RIYAZ AHMAD","M","GEN",61,"IND",1408,13,612451,1306214,16,46.88749317,1885204,1596278,276846,"874","69.04%","SP"
"476","Farrukhabad","Uttar Pradesh","WAZID ALI","M","GEN",40,"IJP",1223,14,612451,1306214,16,46.88749317,1885204,1596278,276846,"874","69.04%","SP"
"477","Farrukhabad","Uttar Pradesh","JAIVEER SINGH SHAKYA","M","GEN",31,"BRPP",1213,15,612451,1306214,16,46.88749317,1885204,1596278,276846,"874","69.04%","SP"
"478","Farrukhabad","Uttar Pradesh","DALGANJAN SINGH YADAV","M","GEN",73,"BRM",867,16,612451,1306214,16,46.88749317,1885204,1596278,276846,"874","69.04%","SP"
"479","Fatehpur","Uttar Pradesh","RAKESH SACHAN","M","GEN",53,"SP",218953,1,694394,1536621,18,45.18967266,2632733,2274674,350700,"901","67.43%","BSP"
"480","Fatehpur","Uttar Pradesh","MAHENDRA PRASAD NISHAD","M","GEN",37,"BSP",166725,2,694394,1536621,18,45.18967266,2632733,2274674,350700,"901","67.43%","BSP"
"481","Fatehpur","Uttar Pradesh","RADHEY SHYAM GUPTA","M","GEN",69,"BJP",115712,3,694394,1536621,18,45.18967266,2632733,2274674,350700,"901","67.43%","BSP"
"482","Fatehpur","Uttar Pradesh","VIBHAKAR SHASTRI","M","GEN",44,"INC",101853,4,694394,1536621,18,45.18967266,2632733,2274674,350700,"901","67.43%","BSP"
"483","Fatehpur","Uttar Pradesh","NARSINGH PATEL","M","GEN",54,"IND",23488,5,694394,1536621,18,45.18967266,2632733,2274674,350700,"901","67.43%","BSP"
