,PC.name,State.name,Candidate.Name,Candidate.Sex,Candidate.Category,Candidate.Age,Party.Abbreviation,Total.Votes.Polled,Position,Total.voters,Total_Electors,TOT_CONTESTANT,POLL.PERCENTAGE,Total.Persons,Total.HinduPersons,Total.Muslim.Persons,Sex Ratio (per 1000),Average Literacy,INCUMBENT_PARTY,Incumbency
142,GUNA,Madhya Pradesh,DR.NAROTTAM MISHRA,M,GEN,48,BJP,163560,2,649981,1202772,18,54.04025036,1241519,1172248,49203,912,63.23%,INC,0
143,GUNA,Madhya Pradesh,LOKPAL LODHI,M,GEN,38,BSP,29164,3,649981,1202772,18,54.04025036,1241519,1172248,49203,912,63.23%,INC,0
144,GUNA,Madhya Pradesh,SUMAN SINGH SIKARWAR ADVOCATE,M,GEN,39,IND,9504,4,649981,1202772,18,54.04025036,1241519,1172248,49203,912,63.23%,INC,0
145,GUNA,Madhya Pradesh,VIJAY KUMAR JAIN,M,GEN,51,IND,9317,5,649981,1202772,18,54.04025036,1241519,1172248,49203,912,63.23%,INC,0
146,GUNA,Madhya Pradesh,HAJARI LAL KOTIA RATHOR,M,GEN,38,IND,4493,6,649981,1202772,18,54.04025036,1241519,1172248,49203,912,63.23%,INC,0
147,GUNA,Madhya Pradesh,LAKHAN LAL,M,SC,30,IND,3458,7,649981,1202772,18,54.04025036,1241519,1172248,49203,912,63.23%,INC,0
148,GUNA,Madhya Pradesh,KRISHNA KANT CHAUBEY PAPPU MAHARAJ,M,GEN,42,IND,3361,8,649981,1202772,18,54.04025036,1241519,1172248,49203,912,63.23%,INC,0
149,GUNA,Madhya Pradesh,MOHAMMD IRSHADA QUAZI,M,GEN,41,IND,2880,9,649981,1202772,18,54.04025036,1241519,1172248,49203,912,63.23%,INC,0
150,GUNA,Madhya Pradesh,MAHADEV PRASAD TIWARI,M,GEN,50,IND,1854,10,649981,1202772,18,54.04025036,1241519,1172248,49203,912,63.23%,INC,0
151,GUNA,Madhya Pradesh,P.MAHESH CHANDAR SHASHTRI,M,GEN,55,IND,1643,11,649981,1202772,18,54.04025036,1241519,1172248,49203,912,63.23%,INC,0
152,GUNA,Madhya Pradesh,ABDUL RASHEED,M,GEN,35,AD,1506,12,649981,1202772,18,54.04025036,1241519,1172248,49203,912,63.23%,INC,0
153,GUNA,Madhya Pradesh,KISHORILAL CHAURASIYA GUNA WALE,M,GEN,71,IND,1304,13,649981,1202772,18,54.04025036,1241519,1172248,49203,912,63.23%,INC,0
154,GUNA,Madhya Pradesh,LALU URF ATAL LAL,M,GEN,36,BHBP,961,14,649981,1202772,18,54.04025036,1241519,1172248,49203,912,63.23%,INC,0
155,GUNA,Madhya Pradesh,MANIRAM JATAV,M,SC,27,LJP,913,15,649981,1202772,18,54.04025036,1241519,1172248,49203,912,63.23%,INC,0
156,GUNA,Madhya Pradesh,ISHLAM KHAN RAIAN,M,GEN,37,IND,906,16,649981,1202772,18,54.04025036,1241519,1172248,49203,912,63.23%,INC,0
157,GUNA,Madhya Pradesh,ANIL DWIVEDI,M,GEN,28,IND,896,17,649981,1202772,18,54.04025036,1241519,1172248,49203,912,63.23%,INC,0
158,GUNA,Madhya Pradesh,PT.ASHOK SHARMA BADE BHAIYA,M,GEN,42,IND,821,18,649981,1202772,18,54.04025036,1241519,1172248,49203,912,63.23%,INC,0
159,GWALIOR,Madhya Pradesh,YASHODHARA RAJE SCINDIA,F,GEN,54,BJP,252314,1,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
160,GWALIOR,Madhya Pradesh,ASHOK SINGH,M,GEN,48,INC,225723,2,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,1
161,GWALIOR,Madhya Pradesh,AJAB SINGH KUSHWAH,M,GEN,36,BSP,76481,3,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
162,GWALIOR,Madhya Pradesh,JAGADISH GOBARA,M,GEN,55,IND,3943,4,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
163,GWALIOR,Madhya Pradesh,AVTAR SINGH,M,SC,38,LJP,3341,5,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
164,GWALIOR,Madhya Pradesh,PADAM SINGH DHAKAD,M,GEN,33,IND,2572,6,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
165,GWALIOR,Madhya Pradesh,DEEPAK KUMAR BANSAL RANGWALE,M,GEN,44,IND,2395,7,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
166,GWALIOR,Madhya Pradesh,YASMIN KHAN,F,GEN,35,IND,2132,8,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
167,GWALIOR,Madhya Pradesh,LAKHPAT SINGH KIRAR,M,GEN,38,ASP,1821,9,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
168,GWALIOR,Madhya Pradesh,KOMAL ANURAGI,M,SC,34,IND,1753,10,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
169,GWALIOR,Madhya Pradesh,KAPTAN SINGH MASTER,M,GEN,45,IND,1620,11,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
170,GWALIOR,Madhya Pradesh,SHRI KRISHNA ALIAS SIRIYA,M,ST,57,IND,1326,12,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
171,GWALIOR,Madhya Pradesh,ANAND SINGH KUSHWAH RAMAYNE,M,GEN,41,IND,1151,13,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
172,GWALIOR,Madhya Pradesh,ALOK JOSHI,M,GEN,36,IND,1022,14,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
173,GWALIOR,Madhya Pradesh,DEVENDRA BHARGAVA ADVOCATE,M,GEN,64,ABHM,900,15,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
174,GWALIOR,Madhya Pradesh,DR. RAM GOPAL ADVOCATE,M,SC,70,RPI(A),891,16,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
175,GWALIOR,Madhya Pradesh,GAUTAM SINGH RAJPUT KUSHWAH,M,GEN,42,RSMD,783,17,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
176,GWALIOR,Madhya Pradesh,ANAND KUMAR,M,GEN,36,IND,772,18,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
177,GWALIOR,Madhya Pradesh,RAJESH KUMAR SHARMA,M,GEN,34,IND,713,19,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
178,GWALIOR,Madhya Pradesh,RAM RATAN KUSWAH,M,GEN,50,IND,712,20,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
179,GWALIOR,Madhya Pradesh,RAMESH CHANDRA SHARMA,M,GEN,62,IJP,629,21,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
180,GWALIOR,Madhya Pradesh,SAEED KHAN DABBU,M,GEN,40,IND,617,22,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
181,GWALIOR,Madhya Pradesh,PANKAJ GOSWAMI,M,GEN,30,BHBP,585,23,584549,1420728,23,41.14432882,2032036,1835299,141735,864,76.65%,INC,0
182,HOSHANGABAD,Madhya Pradesh,UDAY PRATAP SINGH,M,GEN,44,INC,339496,1,711458,1297404,10,54.83704382,1241350,1175203,52269,914,75.29%,BJP,0
183,HOSHANGABAD,Madhya Pradesh,RAMPAL SINGH,M,GEN,53,BJP,320251,2,711458,1297404,10,54.83704382,1241350,1175203,52269,914,75.29%,BJP,1
184,HOSHANGABAD,Madhya Pradesh,SUDAMA PRASAD,M,GEN,55,IND,13325,3,711458,1297404,10,54.83704382,1241350,1175203,52269,914,75.29%,BJP,0
185,HOSHANGABAD,Madhya Pradesh,ADV.B.M.KAUSHIK,M,SC,35,BSP,13299,4,711458,1297404,10,54.83704382,1241350,1175203,52269,914,75.29%,BJP,0
186,HOSHANGABAD,Madhya Pradesh,DINESH KUMAR AHIRWAR,M,SC,42,IND,6456,5,711458,1297404,10,54.83704382,1241350,1175203,52269,914,75.29%,BJP,0
187,HOSHANGABAD,Madhya Pradesh,RAMPAL,M,GEN,62,IND,4894,6,711458,1297404,10,54.83704382,1241350,1175203,52269,914,75.29%,BJP,0
188,HOSHANGABAD,Madhya Pradesh,HAJEE SYID MUEEN UDDIN,M,GEN,47,SP,3808,7,711458,1297404,10,54.83704382,1241350,1175203,52269,914,75.29%,BJP,0
189,HOSHANGABAD,Madhya Pradesh,MOHAMMD ABDULLA,M,GEN,54,IND,3622,8,711458,1297404,10,54.83704382,1241350,1175203,52269,914,75.29%,BJP,0
190,HOSHANGABAD,Madhya Pradesh,RAKHI GUPTA,F,GEN,31,IND,3476,9,711458,1297404,10,54.83704382,1241350,1175203,52269,914,75.29%,BJP,0
191,HOSHANGABAD,Madhya Pradesh,BHARAT KUMAR CHOUREY,M,SC,29,IND,2602,10,711458,1297404,10,54.83704382,1241350,1175203,52269,914,75.29%,BJP,0
192,INDORE,Madhya Pradesh,SUMITRA MAHAJAN (TAI),F,GEN,65,BJP,388662,1,797049,1570094,18,50.76441283,3276697,2728225,415142,928,80.87%,BJP,1
193,INDORE,Madhya Pradesh,SATYNARAYAN PATEL,M,GEN,41,INC,377182,2,797049,1570094,18,50.76441283,3276697,2728225,415142,928,80.87%,BJP,0
194,INDORE,Madhya Pradesh,RAHIM KHAN,M,GEN,35,BSP,7226,3,797049,1570094,18,50.76441283,3276697,2728225,415142,928,80.87%,BJP,0
195,INDORE,Madhya Pradesh,DR. ANITA YADAV,F,GEN,38,SP,3381,4,797049,1570094,18,50.76441283,3276697,2728225,415142,928,80.87%,BJP,0
196,INDORE,Madhya Pradesh,S. R. MANDLOI,M,SC,27,IND,3360,5,797049,1570094,18,50.76441283,3276697,2728225,415142,928,80.87%,BJP,0
197,INDORE,Madhya Pradesh,SANJAY SINGH BHADORIYA (PAPPU),M,GEN,45,RJD,2472,6,797049,1570094,18,50.76441283,3276697,2728225,415142,928,80.87%,BJP,0
198,INDORE,Madhya Pradesh,GAJENDRA SINGH GAUR,M,GEN,26,IND,2191,7,797049,1570094,18,50.76441283,3276697,2728225,415142,928,80.87%,BJP,0
199,INDORE,Madhya Pradesh,SHIKHAR CHAND PATODI (JAIN),M,GEN,52,IND,2136,8,797049,1570094,18,50.76441283,3276697,2728225,415142,928,80.87%,BJP,0
200,INDORE,Madhya Pradesh,NAND KISHORE SONI,M,GEN,48,IND,1886,9,797049,1570094,18,50.76441283,3276697,2728225,415142,928,80.87%,BJP,0
201,INDORE,Madhya Pradesh,GHANSHYAM CHANDEL,M,SC,50,IND,1434,10,797049,1570094,18,50.76441283,3276697,2728225,415142,928,80.87%,BJP,0
202,INDORE,Madhya Pradesh,CHINTAN TRIVEDI,M,GEN,27,IND,1336,11,797049,1570094,18,50.76441283,3276697,2728225,415142,928,80.87%,BJP,0
203,INDORE,Madhya Pradesh,PARMANAND METHARAM TOLANI,M,GEN,48,IND,1314,12,797049,1570094,18,50.76441283,3276697,2728225,415142,928,80.87%,BJP,0
204,INDORE,Madhya Pradesh,VISHNU DAS,M,GEN,54,IND,1281,13,797049,1570094,18,50.76441283,3276697,2728225,415142,928,80.87%,BJP,0
205,INDORE,Madhya Pradesh,AJIT KUMAR JAIN (PATWA),M,GEN,60,IND,732,14,797049,1570094,18,50.76441283,3276697,2728225,415142,928,80.87%,BJP,0
206,INDORE,Madhya Pradesh,MOHAN CHOUHAN MALVIYA,M,SC,39,PRSP,688,15,797049,1570094,18,50.76441283,3276697,2728225,415142,928,80.87%,BJP,0
207,INDORE,Madhya Pradesh,SAMADHAN NAIK,M,SC,59,RPI(A),628,16,797049,1570094,18,50.76441283,3276697,2728225,415142,928,80.87%,BJP,0
208,INDORE,Madhya Pradesh,RAMSINGH,M,SC,61,RPIE,562,17,797049,1570094,18,50.76441283,3276697,2728225,415142,928,80.87%,BJP,0
209,INDORE,Madhya Pradesh,RADHESHYAM MUKATI,M,GEN,38,LPSP,439,18,797049,1570094,18,50.76441283,3276697,2728225,415142,928,80.87%,BJP,0
210,JABALPUR,Madhya Pradesh,RAKESH SINGH,M,GEN,48,BJP,343922,1,633495,1446345,11,43.79971584,2463289,2159065,203652,929,81.07%,BJP,1
211,JABALPUR,Madhya Pradesh,ADVOCATE RAMESHWAR NEEKHRA,M,GEN,61,INC,237919,2,633495,1446345,11,43.79971584,2463289,2159065,203652,929,81.07%,BJP,0
212,JABALPUR,Madhya Pradesh,AZIZ QURESHI,M,GEN,64,BSP,21080,3,633495,1446345,11,43.79971584,2463289,2159065,203652,929,81.07%,BJP,0
213,JABALPUR,Madhya Pradesh,SUNIL PATEL,M,GEN,38,IND,7247,4,633495,1446345,11,43.79971584,2463289,2159065,203652,929,81.07%,BJP,0
214,JABALPUR,Madhya Pradesh,MEERCHAND PATEL (KACHHVAHA),M,GEN,63,RPI,4009,5,633495,1446345,11,43.79971584,2463289,2159065,203652,929,81.07%,BJP,0
215,JABALPUR,Madhya Pradesh,HARI SINGH MARAVI,M,ST,36,GMS,3943,6,633495,1446345,11,43.79971584,2463289,2159065,203652,929,81.07%,BJP,0
216,JABALPUR,Madhya Pradesh,DR. MUKESH MEHROTRA,M,GEN,57,IND,3921,7,633495,1446345,11,43.79971584,2463289,2159065,203652,929,81.07%,BJP,0
217,JABALPUR,Madhya Pradesh,RAVI MAHOBIA (KUNDAM),M,SC,29,GGP,3506,8,633495,1446345,11,43.79971584,2463289,2159065,203652,929,81.07%,BJP,0
218,JABALPUR,Madhya Pradesh,RAKESH SONKAR (PRAMUKH DHAI AKSHAR),M,SC,39,IND,3169,9,633495,1446345,11,43.79971584,2463289,2159065,203652,929,81.07%,BJP,0
219,JABALPUR,Madhya Pradesh,ASHOK KUMAR SHARMA,M,GEN,40,SP,2948,10,633495,1446345,11,43.79971584,2463289,2159065,203652,929,81.07%,BJP,0
220,JABALPUR,Madhya Pradesh,RAJKUMARI SINGH,F,GEN,40,LJP,1829,11,633495,1446345,11,43.79971584,2463289,2159065,203652,929,81.07%,BJP,0
221,KHAJURAHO,Madhya Pradesh,JEETENDRA SINGH BUNDELA,M,GEN,50,BJP,229369,1,583140,1349511,15,43.21120762,1016520,974748,35214,NA,NA,BJP,1
222,KHAJURAHO,Madhya Pradesh,RAJA PATERYA,M,GEN,49,INC,201037,2,583140,1349511,15,43.21120762,1016520,974748,35214,NA,NA,BJP,0
223,KHAJURAHO,Madhya Pradesh,SEWA LAL PATEL,M,GEN,49,BSP,77107,3,583140,1349511,15,43.21120762,1016520,974748,35214,NA,NA,BJP,0
224,KHAJURAHO,Madhya Pradesh,JAYAWANT SINGH,M,GEN,49,SP,20045,4,583140,1349511,15,43.21120762,1016520,974748,35214,NA,NA,BJP,0
225,KHAJURAHO,Madhya Pradesh,SHUKL SITARAM,M,GEN,48,IND,9276,5,583140,1349511,15,43.21120762,1016520,974748,35214,NA,NA,BJP,0
226,KHAJURAHO,Madhya Pradesh,NARENDRA KUMAR,M,GEN,54,IND,8022,6,583140,1349511,15,43.21120762,1016520,974748,35214,NA,NA,BJP,0
227,KHAJURAHO,Madhya Pradesh,SAROJ BACHCHAN NAYAK,F,GEN,56,JD(U),7305,7,583140,1349511,15,43.21120762,1016520,974748,35214,NA,NA,BJP,0
228,KHAJURAHO,Madhya Pradesh,RAM NATH LODHI,M,GEN,41,IND,6654,8,583140,1349511,15,43.21120762,1016520,974748,35214,NA,NA,BJP,0
229,KHAJURAHO,Madhya Pradesh,SHABNAM (MOUSI),F,GEN,48,IND,5761,9,583140,1349511,15,43.21120762,1016520,974748,35214,NA,NA,BJP,0
230,KHAJURAHO,Madhya Pradesh,M. SHAKIL,M,GEN,38,GMS,5545,10,583140,1349511,15,43.21120762,1016520,974748,35214,NA,NA,BJP,0
231,KHAJURAHO,Madhya Pradesh,RAJENDRA AHIRWAR,M,SC,43,IND,4036,11,583140,1349511,15,43.21120762,1016520,974748,35214,NA,NA,BJP,0
232,KHAJURAHO,Madhya Pradesh,SURYA BHAN SINGH 'YADAV GURUJI',M,GEN,75,AIFB,2745,12,583140,1349511,15,43.21120762,1016520,974748,35214,NA,NA,BJP,0
233,KHAJURAHO,Madhya Pradesh,KRISHNA SHARAN SINGH (RAJA BHAIYA),M,GEN,36,IND,2296,13,583140,1349511,15,43.21120762,1016520,974748,35214,NA,NA,BJP,0
234,KHAJURAHO,Madhya Pradesh,AKEEL KHAN,M,GEN,43,IND,2014,14,583140,1349511,15,43.21120762,1016520,974748,35214,NA,NA,BJP,0
235,KHAJURAHO,Madhya Pradesh,AKANCHHA JAIN,F,GEN,34,IND,1871,15,583140,1349511,15,43.21120762,1016520,974748,35214,NA,NA,BJP,0
236,KHANDWA,Madhya Pradesh,ARUN SUBHASHCHANDRA YADAV,M,GEN,36,INC,394241,1,813129,1355325,13,59.99513032,1310061,1182330,116277,943,66.39%,BJP,0
237,KHANDWA,Madhya Pradesh,NANDKUMAR SING CHAUHAN NANDU BHAIYA,M,GEN,56,BJP,345160,2,813129,1355325,13,59.99513032,1310061,1182330,116277,943,66.39%,BJP,1
238,KHANDWA,Madhya Pradesh,BABA ABDUL HAMEED,M,GEN,64,IND,23716,3,813129,1355325,13,59.99513032,1310061,1182330,116277,943,66.39%,BJP,0
239,KHANDWA,Madhya Pradesh,HAJI ZAKIR HUSSAIN DURRANY ENGINEER,M,GEN,46,CPI,18729,4,813129,1355325,13,59.99513032,1310061,1182330,116277,943,66.39%,BJP,0
240,KHANDWA,Madhya Pradesh,DADA SAHEB WAMANRAO SASANE,M,SC,43,BSP,9029,5,813129,1355325,13,59.99513032,1310061,1182330,116277,943,66.39%,BJP,0
241,KHANDWA,Madhya Pradesh,NAHARSINH BHAI,M,GEN,38,IND,6756,6,813129,1355325,13,59.99513032,1310061,1182330,116277,943,66.39%,BJP,0
242,KHANDWA,Madhya Pradesh,RAVINDRA LAL PARE,M,GEN,61,IND,5692,7,813129,1355325,13,59.99513032,1310061,1182330,116277,943,66.39%,BJP,0
243,KHANDWA,Madhya Pradesh,NATHUSINGH CHAUHAN,M,GEN,66,IND,2206,8,813129,1355325,13,59.99513032,1310061,1182330,116277,943,66.39%,BJP,0
244,KHANDWA,Madhya Pradesh,HABIB SURUR,M,GEN,54,MUL,1529,9,813129,1355325,13,59.99513032,1310061,1182330,116277,943,66.39%,BJP,0
245,KHANDWA,Madhya Pradesh,ABDUL GAFUR GUDDU PIRJI,M,GEN,56,IND,1499,10,813129,1355325,13,59.99513032,1310061,1182330,116277,943,66.39%,BJP,0
246,KHANDWA,Madhya Pradesh,MOHAN OJHA PARTE,M,ST,38,GMS,1481,11,813129,1355325,13,59.99513032,1310061,1182330,116277,943,66.39%,BJP,0
247,KHANDWA,Madhya Pradesh,NARGIS MOUSI,M,SC,38,IJP,1195,12,813129,1355325,13,59.99513032,1310061,1182330,116277,943,66.39%,BJP,0
248,KHANDWA,Madhya Pradesh,HAJI NOORULLA,M,GEN,46,LJP,1181,13,813129,1355325,13,59.99513032,1310061,1182330,116277,943,66.39%,BJP,0
249,KHARGONE,Madhya Pradesh,MAKANSINGH SOLANKI (BABUJI),M,ST,55,BJP,351296,1,760559,1263778,11,60.18137679,1873046,1725441,135085,965,62.70%,BJP,1
250,KHARGONE,Madhya Pradesh,BALARAM BACHCHAN,M,ST,42,INC,317121,2,760559,1263778,11,60.18137679,1873046,1725441,135085,965,62.70%,BJP,0
251,KHARGONE,Madhya Pradesh,BHAI KIRANSINGH BADOLE (KIRESH),M,ST,29,CPI,31905,3,760559,1263778,11,60.18137679,1873046,1725441,135085,965,62.70%,BJP,0
252,KHARGONE,Madhya Pradesh,RAMESHVAR DOGAREEYA RAWAT,M,ST,27,IND,17710,4,760559,1263778,11,60.18137679,1873046,1725441,135085,965,62.70%,BJP,0
253,KHARGONE,Madhya Pradesh,D.R.BARDE,M,ST,51,BSP,8858,5,760559,1263778,11,60.18137679,1873046,1725441,135085,965,62.70%,BJP,0
254,KHARGONE,Madhya Pradesh,GAJANAN AAPSING BRAHMANE,M,ST,34,IND,8271,6,760559,1263778,11,60.18137679,1873046,1725441,135085,965,62.70%,BJP,0
255,KHARGONE,Madhya Pradesh,BHAGWAN CHOTHIYA,M,ST,31,IND,6212,7,760559,1263778,11,60.18137679,1873046,1725441,135085,965,62.70%,BJP,0
256,KHARGONE,Madhya Pradesh,SAKHARAM VERMA,M,ST,61,GGP,6139,8,760559,1263778,11,60.18137679,1873046,1725441,135085,965,62.70%,BJP,0
257,KHARGONE,Madhya Pradesh,FIFA SINGH THAKUR,M,ST,42,IND,6061,9,760559,1263778,11,60.18137679,1873046,1725441,135085,965,62.70%,BJP,0
258,KHARGONE,Madhya Pradesh,DAYARAM GHISYA,M,ST,35,IND,4513,10,760559,1263778,11,60.18137679,1873046,1725441,135085,965,62.70%,BJP,0
259,KHARGONE,Madhya Pradesh,DONGER,M,ST,39,IND,2469,11,760559,1263778,11,60.18137679,1873046,1725441,135085,965,62.70%,BJP,0
260,MANDLA,Madhya Pradesh,BASORI SINGH MASRAM,M,ST,59,INC,391133,1,859675,1528061,14,56.25920693,1054905,849518,16558,1008,66.87%,BJP,0
261,MANDLA,Madhya Pradesh,FAGGAN SINGH KULASTE,M,ST,49,BJP,326080,2,859675,1528061,14,56.25920693,1054905,849518,16558,1008,66.87%,BJP,1
262,MANDLA,Madhya Pradesh,JALSO DHURWEY,F,ST,25,BSP,24603,3,859675,1528061,14,56.25920693,1054905,849518,16558,1008,66.87%,BJP,0
263,MANDLA,Madhya Pradesh,JHANK SINGH KUSHRE,M,ST,37,GGP,23773,4,859675,1528061,14,56.25920693,1054905,849518,16558,1008,66.87%,BJP,0
264,MANDLA,Madhya Pradesh,PREM SINGH MARAVI,M,ST,35,GMS,22425,5,859675,1528061,14,56.25920693,1054905,849518,16558,1008,66.87%,BJP,0
265,MANDLA,Madhya Pradesh,SAHDEO PRASAD MARAVI,M,ST,43,IND,20972,6,859675,1528061,14,56.25920693,1054905,849518,16558,1008,66.87%,BJP,0
266,MANDLA,Madhya Pradesh,UDAL SINGH DHURWEY,M,ST,35,LKSP,11893,7,859675,1528061,14,56.25920693,1054905,849518,16558,1008,66.87%,BJP,0
267,MANDLA,Madhya Pradesh,SHIVCHARAN UIKEY,M,ST,26,IND,9688,8,859675,1528061,14,56.25920693,1054905,849518,16558,1008,66.87%,BJP,0
268,MANDLA,Madhya Pradesh,DEV SINGH BHALAVI,M,ST,25,IND,8854,9,859675,1528061,14,56.25920693,1054905,849518,16558,1008,66.87%,BJP,0
269,MANDLA,Madhya Pradesh,CHAMBAL SING MARAWEE,M,ST,62,IND,5374,10,859675,1528061,14,56.25920693,1054905,849518,16558,1008,66.87%,BJP,0
270,MANDLA,Madhya Pradesh,MANESHWARI NAIK,F,ST,65,RPI(A),4149,11,859675,1528061,14,56.25920693,1054905,849518,16558,1008,66.87%,BJP,0
271,MANDLA,Madhya Pradesh,CHANDRA SHEKHAR DHURWEY,M,ST,46,IND,3837,12,859675,1528061,14,56.25920693,1054905,849518,16558,1008,66.87%,BJP,0
272,MANDLA,Madhya Pradesh,SUNITA NETI,F,ST,33,RDMP,3494,13,859675,1528061,14,56.25920693,1054905,849518,16558,1008,66.87%,BJP,0
273,MANDLA,Madhya Pradesh,BHAGAT SINGH VARKEDE,M,ST,45,LJP,3284,14,859675,1528061,14,56.25920693,1054905,849518,16558,1008,66.87%,BJP,0
274,MANDSOUR,Madhya Pradesh,MEENAKSHI NATRAJAN,F,GEN,36,INC,373532,1,765496,1371067,12,55.83213658,1340411,1192588,125548,963,71.78%,BJP,0
275,MANDSOUR,Madhya Pradesh,DR. LAXMINARAYAN PANDEY,M,GEN,80,BJP,342713,2,765496,1371067,12,55.83213658,1340411,1192588,125548,963,71.78%,BJP,1
276,MANDSOUR,Madhya Pradesh,LAXMINARAYAN BHAGIRATH PATIDAR,M,GEN,30,IND,10712,3,765496,1371067,12,55.83213658,1340411,1192588,125548,963,71.78%,BJP,0
277,MANDSOUR,Madhya Pradesh,BHERULAL MALVIY (BALAI),M,SC,56,BSP,10696,4,765496,1371067,12,55.83213658,1340411,1192588,125548,963,71.78%,BJP,0
278,MANDSOUR,Madhya Pradesh,RAJENDRA SINGH GAUTAM,M,GEN,55,IND,8310,5,765496,1371067,12,55.83213658,1340411,1192588,125548,963,71.78%,BJP,0
279,MANDSOUR,Madhya Pradesh,RAM DAYAL GUJRATI,M,SC,62,IND,5190,6,765496,1371067,12,55.83213658,1340411,1192588,125548,963,71.78%,BJP,0
280,MANDSOUR,Madhya Pradesh,SHAIKH AZIZUDDEN QURAISHI,M,GEN,62,AIFB,3962,7,765496,1371067,12,55.83213658,1340411,1192588,125548,963,71.78%,BJP,0
281,MANDSOUR,Madhya Pradesh,BANO BEE,F,GEN,61,BMSM,2449,8,765496,1371067,12,55.83213658,1340411,1192588,125548,963,71.78%,BJP,0
282,MANDSOUR,Madhya Pradesh,KAILASH NARAYAN RATNAWAT,M,GEN,54,IND,2369,9,765496,1371067,12,55.83213658,1340411,1192588,125548,963,71.78%,BJP,0
283,MANDSOUR,Madhya Pradesh,P. DINESH NAGAR,M,GEN,36,IND,2301,10,765496,1371067,12,55.83213658,1340411,1192588,125548,963,71.78%,BJP,0
284,MANDSOUR,Madhya Pradesh,MOINUDDIN KHAN PATHAN,M,GEN,31,IND,1880,11,765496,1371067,12,55.83213658,1340411,1192588,125548,963,71.78%,BJP,0
285,MANDSOUR,Madhya Pradesh,HAJI NISAR AHMED CHOUDHARY,M,GEN,75,IND,1362,12,765496,1371067,12,55.83213658,1340411,1192588,125548,963,71.78%,BJP,0
286,MORENA,Madhya Pradesh,NARENDRA SINGH TOMAR,M,GEN,49,BJP,300647,1,710729,1339897,24,53.04355484,1965970,1875495,76159,840,71.03%,BJP,1
287,MORENA,Madhya Pradesh,RAMNIWAS RAWAT,M,GEN,50,INC,199650,2,710729,1339897,24,53.04355484,1965970,1875495,76159,840,71.03%,BJP,0
288,MORENA,Madhya Pradesh,BALVEER SINGH DANDOTIYA,M,GEN,46,BSP,142073,3,710729,1339897,24,53.04355484,1965970,1875495,76159,840,71.03%,BJP,0
289,MORENA,Madhya Pradesh,AD. BAIJNATH KUSHWAHA,M,GEN,39,SP,32129,4,710729,1339897,24,53.04355484,1965970,1875495,76159,840,71.03%,BJP,0
290,MORENA,Madhya Pradesh,JUGAL KISHOR PIPPAL,M,SC,65,CPM,5537,5,710729,1339897,24,53.04355484,1965970,1875495,76159,840,71.03%,BJP,0
291,MORENA,Madhya Pradesh,RAJVEER SINGH,M,GEN,29,IND,3438,6,710729,1339897,24,53.04355484,1965970,1875495,76159,840,71.03%,BJP,0
292,MORENA,Madhya Pradesh,KALAWATI RAMESH ARGAL,F,SC,31,IND,2977,7,710729,1339897,24,53.04355484,1965970,1875495,76159,840,71.03%,BJP,0
293,MORENA,Madhya Pradesh,NARENDRA SINGH,M,GEN,29,IND,2926,8,710729,1339897,24,53.04355484,1965970,1875495,76159,840,71.03%,BJP,0
294,MORENA,Madhya Pradesh,ANITA HITENDRA CHOUDHARY,F,SC,32,BHBP,2377,9,710729,1339897,24,53.04355484,1965970,1875495,76159,840,71.03%,BJP,0
295,MORENA,Madhya Pradesh,MAHESH SINGH JATAV,M,SC,29,IND,2052,10,710729,1339897,24,53.04355484,1965970,1875495,76159,840,71.03%,BJP,0
296,MORENA,Madhya Pradesh,DHALLU (ALLAHBAKSH),M,GEN,60,IND,1844,11,710729,1339897,24,53.04355484,1965970,1875495,76159,840,71.03%,BJP,0
